TIME,A,Bb,B,C,C#,D,Eb,E,F,F#,G,Ab
1.996916100,2.0761,0.294354,0.0141835,2.22971,0.393937,0.189614,0.0748161,1.52758,0.0346477,0.0144806,0.0118147,0.48616
2.043356009,2.68374,0.294928,0,2.09399,0.202618,0.264546,0.0518549,1.37392,0.11964,0.492179,0.00419969,0.424985
2.089795918,3.18351,0.451322,0,2.00437,0.140471,0.234242,0.0156856,1.25289,0.0580863,0.674586,0.0158372,0.217951
2.136235828,3.68559,0.438781,0.00220809,1.81265,0.145923,0.0150673,0.22747,1.10778,0.0321809,0.634445,0.0904504,0.156788
2.182675737,3.75974,0.231739,0.00270852,1.83366,0.0796323,0.125748,0.499888,1.31361,0.0375867,0.432141,0.10545,0.00876166
2.229115646,3.70239,0.0989752,0,1.67645,0.0917364,0.0372379,0.219478,1.62427,0.419746,0.0413347,0.112359,0.0325536
2.275555556,3.45835,0.0364485,0.0544583,1.42442,0.175514,0.0367286,0.0177638,1.72054,0.4695,0.0114104,0.0989475,0.13084
2.321995465,3.13778,0.0228728,0.0372869,1.49941,0.102616,0.128223,0.00719102,1.61501,0.403509,0.316418,0.0827683,0.344154
2.368435374,2.92418,0.0181913,0.0170536,1.41663,0.0290502,0.433772,0,1.62888,0.172696,0.480689,0.135618,0.426802
2.414875283,3.12242,0.00981278,0.0230078,1.18546,0.0306656,0.882286,0,1.60598,0.216956,0.688631,0.135604,0
2.461315193,3.02549,0.14242,0,0.988837,0.0708951,1.18015,0.00315959,1.61337,0.217368,0.624646,0.149159,0
2.507755102,3.16078,0.146959,0,1.33346,0.101508,0.566852,0.0341574,1.49326,0.36498,0.217957,0.00195106,0.0822387
2.554195011,3.52394,0.227854,0,1.82903,0.147667,0.139664,0.0398895,1.42701,0.000986103,0.0613525,0.00839501,0.125625
2.600634921,3.66759,0.259293,0.0566123,1.78074,0.100795,0.076346,0.0480714,1.33154,0.000338507,0.094785,0.11247,0.10174
2.647074830,3.72835,0.310634,0.00237029,1.54316,0.102346,0.160896,0.0934595,1.28899,0,0.0585347,0.0866629,0.0753802
2.693514739,3.78102,0.394433,0.00352094,1.22061,0.0742839,0.133531,0.46418,1.2754,0,0,0.00190749,0.039656
2.739954649,3.39803,0.307806,0.00307157,1.12956,0,0.614726,0.0630441,1.30865,0.0855323,0.00855897,0.00123755,0.0895124
2.786394558,3.21092,0.213177,0.00164917,1.52859,0.567401,0.497669,0.408458,1.32376,0.087352,0.0243106,0.000315917,0.013406
2.832834467,3.1212,0.140686,0.00238726,1.88828,0.518968,0.461627,0.446074,1.38036,0.0896086,0.114697,0.000388508,0.0156543
2.879274376,3.13056,0.126026,0.00268246,2.10393,0.394094,0.34535,0.40292,1.31191,0.0618312,0.37436,0.00171495,0.108711
2.925714286,3.10632,0.198761,0.00262129,2.33117,0.332144,0.0513442,0.336446,1.30487,0.00223688,0.596777,0.00327629,0.149778
2.972154195,3.01192,0.211325,0.00350721,2.19285,0.531257,0.0830254,0.0436044,1.39426,0,0.422567,0.0632442,0.108742
3.018594104,2.51512,0.00309013,0.107148,2.17324,0.637102,0.0433959,0.206041,1.34567,0,0.316423,0.18761,0.0635122
3.065034014,2.56417,0.00229317,0.0856152,2.02942,0.381724,0.0233598,0.090252,1.49928,0.265845,0.48317,0.195042,0.155556
3.111473923,2.86928,0.0891299,0.00353834,2.00554,0.372051,0.0103024,0.04633,1.43844,0.264721,0.627941,0.111063,0.0863973
3.157913832,2.9915,0.275529,0,1.90244,0.427848,0.241283,0.0846211,1.27835,0.261702,0.757423,0.000863067,0.0978855
3.204353741,3.20273,0.225891,0,1.81942,0.510062,0.197738,0.100898,1.18259,0.170207,0.675302,0.00166062,0.108351
3.250793651,3.45592,0.0589904,0.0304101,2.02854,0.0416121,0.0398407,0.098526,1.28878,0.116224,0.560217,0.00148757,0.15732
3.297233560,3.41058,0.0407731,0.00405806,1.61476,0.380283,0.0570145,0.0720301,1.59743,0.0767596,0.403112,0.000885904,0.119399
3.343673469,3.00893,0.107401,0.0369983,1.41625,0.613111,0.216773,0.0497098,1.79894,0.0998238,0.0284004,0.000791306,0
3.390113379,2.61147,0.380442,0.0842288,1.6124,0.166706,0.524909,0.0259582,1.85101,0.0597304,0.000500541,0.00122823,0
3.436553288,2.65507,0.542851,0.0753393,1.55469,0.0565094,0.783782,0.0168957,1.6487,0.0553049,0.28047,0.0498213,0
3.482993197,2.93976,0.339853,0.0199457,1.11811,0.0495927,0.929154,0.027768,1.45088,0.283182,0.238405,0.207891,0
3.529433107,3.21018,0.0762936,0.00146793,1.15533,0.212759,0.770905,0.0101021,1.48961,0.574755,0,0.120715,0.0259392
3.575873016,3.62522,0.216915,0.00163137,1.41778,0.407294,0.0155298,0.218651,1.38476,0.41233,0.0406652,0.00136749,0
3.622312925,3.75611,0.266898,0.00296119,1.51027,0.575288,0,0.483486,1.32221,0.111027,0.141322,0.00184709,0
3.668752834,3.77569,0.221902,0.00603647,1.42469,0.460348,0.146085,0.707899,1.37543,0.0757332,0.0441172,0.0781594,0
3.715192744,3.7395,0.0856021,0.136774,1.25225,0.0834744,0.277789,0.555436,1.49628,0.0342011,0.0545761,0.199573,0.00918912
3.761632653,3.71022,0.0208907,0.183057,1.29017,0.0019165,0.169086,0.250524,1.61483,0.0113764,0.0951785,0.00156461,0.0930897
3.808072562,3.55986,0,0.00326676,1.61839,0.236686,0.0834678,0.377559,1.308,0.128879,0.131259,0.00690888,0.0160003
3.854512472,2.73582,0,0.000772148,1.86535,0.354903,0.200188,0.57977,1.56872,0.178822,0.0978058,0.000472312,0.599197
3.900952381,2.69852,0.125607,0.00450296,2.10087,0.238063,0.170901,0.628785,1.52427,0.160644,0.400336,0.00168889,0.502381
3.947392290,2.68785,0.118273,0.150124,2.25465,0.188652,0.0303418,0.566426,1.42116,0.13825,0.401693,0.00328334,0.453658
3.993832200,2.61173,0.347111,0.237456,2.11187,0.364999,0.0053618,0.396842,1.59424,0.134183,0.49074,0.00432105,0.37068
4.040272109,2.30999,0.252583,0.0590331,2.13984,0.29981,0.0969082,0.0165299,1.3564,0.115485,0.0944453,0.165099,0.261685
4.086712018,1.49151,0.242757,0.0309279,2.18865,0.353814,0.202128,0.0708991,1.49337,0.0547724,0.169403,0.908054,0.497241
4.133151927,1.09509,0.326278,0.0507089,2.08698,0.24109,0.254095,0.138954,1.60933,0.0670517,0.483901,1.04247,0.515946
4.179591837,1.19929,0.302209,0.124998,2.21262,0.237633,0.164506,0.139107,1.59169,0.0254791,0.547777,1.06044,0.37289
4.226031746,1.4715,0.158522,0.354439,2.41518,0.107742,0.163215,0.0484271,1.4421,0.0582775,0.681371,0.977363,0.101833
4.272471655,1.48678,0.00845433,0.437352,2.69723,0.0472961,0.297495,0,1.46279,0.0991562,0.492687,0.959135,0.128898
4.318911565,1.20287,0.0111682,0.345677,2.46112,0,0.23541,0,1.8044,0.0985325,0.24925,1.14636,0.139947
4.365351474,1.08874,0.00802065,0.277897,2.28363,0,0.00948933,0,1.47816,0.242875,0.164308,1.33594,0.273579
4.411791383,0.79499,0.159931,0.00581038,2.53063,0,0.00864896,0.302523,1.45176,0.096354,0.252742,1.31401,0.380234
4.458231293,0.573514,0.178578,0.00122993,2.84444,0.0399528,0.00768034,0.511423,1.39665,0.0841744,0.48131,1.21697,0.287835
4.504671202,0.31845,0.0455845,0.21536,3.12401,0.0724016,0,0.449432,1.36881,0.119204,0.514882,0.957139,0.0983115
4.551111111,0.131519,0.0104529,0.348736,3.29415,0.0255085,0.0048453,0.439254,1.73958,0.287908,0.249503,0.792478,0.00323277
4.597551020,0.0852184,0.0117502,0.361949,3.45113,0.0297731,0.0132625,0.453562,2.03462,0.0503518,0.255023,0.793682,0.171885
4.643990930,0.0198827,0.0132174,0.53232,3.31674,0.0244806,0.036247,0.40533,1.91157,0.0445795,0.0461427,0.750747,0.294797
4.690430839,0.0662433,0.0136394,0.636754,2.98323,0.302974,0.0416832,0.235112,1.81404,0.00996175,0.0401072,0.979109,0.139809
4.736870748,0.20462,0.0128167,0.606156,2.75316,0.667277,0.0398947,0.0222756,1.75845,0.00958528,0.0234195,1.06262,0.0269412
4.783310658,0.152753,0.0139491,0.562067,2.47618,0.665547,0.0362429,0.0348557,1.79563,0.00910952,0.0325431,1.15986,0
4.829750567,0.0768311,0.0024884,0.565053,2.62259,0.36997,0.0436566,0.0322871,1.65837,0.0273515,0.0795215,0.979512,0
4.876190476,0.0164671,0.0045446,0.782425,2.76491,0.232914,0.0717073,0.124301,1.69598,0.162301,0.112285,0.831444,0.173791
4.922630385,0.0233225,0.00662213,0.580027,2.70782,0.307043,0.0625607,0.238819,1.7766,0.0953153,0.0251645,0.84123,0.164042
4.969070295,0.0285989,0.002921,0.445624,2.59569,0.232255,0.0871715,0.151298,1.75885,0.220809,0.087432,0.902382,0.193727
5.015510204,0.0131258,0.00112178,0.441058,2.64624,0.231809,0.0412084,0.200023,1.71045,0.143569,0.251448,0.995953,0.0888765
5.061950113,0.0157327,0.0423955,0.713168,2.38113,0.0228039,0.0336098,0.0333833,1.65609,0.0660325,0.0442241,1.13949,0.301724
5.108390023,0.000368597,0.188237,0.514916,2.28767,0.209169,0.0419115,0,1.84817,0.039645,0.0678153,1.18376,0.336093
5.154829932,0.000160415,0.208849,0.171531,2.2376,0.29696,0.0616321,0.00205547,1.89847,0.0802254,0.195331,1.25775,0.360924
5.201269841,0.000109114,0.169823,0.0299798,2.40045,0.179945,0.0425229,0.0182834,1.86454,0.0779862,0.520652,1.24593,0.196818
5.247709751,0.0206064,0.052391,0.158531,2.56082,0.142968,0.159175,0.0209296,1.72961,0.24658,0.512327,1.1814,0.122804
5.294149660,0.0130569,0.0707479,0.243263,2.86384,0.0136496,0.0186833,0.0168467,1.81263,0.128972,0.382059,1.19934,0.113866
5.340589569,0.0100579,0.175163,0.28116,2.96693,0,0.0241776,0.127144,1.96434,0.0638268,0.28832,1.27887,0.255966
5.387029478,0.00022834,0.2616,0.239582,3.04358,0.0103415,0.0271621,0.236932,1.6919,0.210961,0.246412,1.21959,0.582627
5.433469388,0.00216173,0.301043,0.198792,3.10957,0.0477978,0.115258,0.069605,1.55794,0.370915,0.199934,1.1903,0.526832
5.479909297,0.00836193,0.276771,0.434517,3.24964,0.119916,0.160169,0,1.47546,0.441578,0.125989,1.17251,0.521616
5.526349206,0.00916111,0.146233,0.422144,3.2604,0.156138,0.237215,0,1.47608,0.619094,0.117812,1.14463,0.340367
5.572789116,0.000434829,0.0237192,0.452668,3.21306,0.11504,0.0196238,0.148602,1.54599,0.893185,0.217834,1.29888,0.084798
5.619229025,0.0451204,0.00366246,0.211038,3.16949,0,0.0161298,0.1105,1.74958,0.788715,0.238752,1.42447,0
5.665668934,0.000433513,0.00581826,0.257554,3.31742,0.0137312,0.0499233,0.0430618,1.76347,0.189902,0.251907,1.26076,0.0226376
5.712108844,0.000181684,0.0564355,0.249794,3.28872,0.0463898,0.175647,0.0377543,1.7785,0.160454,0.129564,1.17303,0
5.758548753,0.0690375,0.103624,0.342498,3.21185,0.145165,0.128956,0.0376541,1.74869,0.172663,0.043934,1.22185,0
5.804988662,0.143187,0.0183852,0.490331,3.05078,0.152777,0.085992,0.0723593,1.68379,0.389216,0.0253318,1.23056,0.00787512
5.851428571,0.0837196,0.000322913,0.717802,2.86401,0.0324672,0.0456836,0.0211923,1.64247,0.606211,0.0295253,1.28216,0.0659027
5.897868481,0.00087619,0.0019544,0.654177,3.01433,0.0338244,0.0749949,0.00748627,1.61834,0.670166,0.0162628,1.16841,0.119383
5.944308390,0.0145602,0.0105323,0.422595,2.82286,0.0239818,0.133794,0.0181865,1.58626,0.55424,0,1.04239,0.150536
5.990748299,0.0215802,0.00827801,0.468519,2.81528,0.0720072,0.0412425,0.389355,1.58778,0.282392,0,1.03732,0.0425189
6.037188209,0.0542033,0.00234872,0.685601,2.58963,0.122033,0.0433042,0.471236,1.6059,0.236953,0.0556971,1.12238,0.0918864
6.083628118,0.137475,0,0.793491,2.28139,0.0414078,0.00988398,0.55082,1.6209,0.197877,0.100638,1.1203,0.0794895
6.130068027,0.0525938,0,0.447063,2.21819,0.167667,0.0143401,0.434153,1.73747,0.103255,0.0371866,1.12127,0.0848927
6.176507937,0.0356,0,0.155806,2.33412,0.107913,0.101198,0.28264,1.70802,0.14086,0.385564,1.18429,0.164592
6.222947846,0.106372,0,0.00190856,2.46402,0.0804614,0.182527,0.0653749,1.65893,0.265657,0.541841,1.18321,0.172278
6.269387755,0.242144,0.000143736,0.0198738,2.65284,0.0570302,0.100796,0.0283622,1.59551,0.25328,0.599967,1.13658,0.113158
6.315827664,0.100432,0.0240152,0.298965,2.82739,0.0403306,0.00646003,0.041425,1.64238,0.130837,0.620423,1.21241,0.136166
6.362267574,0.114781,0.0500687,0.549922,2.9314,0.0682634,0.140584,0.223382,1.87597,0.100977,0.265585,1.17427,0.215227
6.408707483,0.174041,0.00100424,0.705225,2.67399,0,0.0388481,0.333929,1.74044,0.086728,0.271044,1.18338,0.314918
6.455147392,0.251528,0.000215239,0.683663,2.57607,0,0.0140292,0.334128,1.42769,0.104703,0.35154,1.28961,0.341138
6.501587302,0.298061,0.0152609,0.50636,2.88117,0.0430456,0.066349,0.233617,1.21981,0.13101,0.0854489,1.53305,0.202929
6.548027211,0.278894,0.0367644,0.351888,3.05878,0.097259,0.112447,0.0132035,1.10401,0.436253,0.0821385,1.79138,0.206206
6.594467120,0.220717,0.0484514,0.450925,3.20208,0.0894817,0.0578221,0.017494,1.14061,0.700588,0.156368,1.70362,0.300683
6.640907029,0.155569,0.132586,0.558891,3.33936,0.00838934,0.0312521,0.147093,1.18725,0.688178,0.147158,1.47201,0.211114
6.687346939,0.0207762,0.226174,0.623334,3.26041,0.00848368,0.0322904,0.313947,1.38768,0.570751,0.130815,1.13216,0.171376
6.733786848,0,0.211861,0.524884,3.21479,0,0.258746,0.125706,1.49074,0.547292,0.107124,0.94485,0.345068
6.780226757,0.00327784,0.0381586,0.173998,3.54922,0.00384128,0.32051,0.00305678,1.45846,0.599768,0.0468006,0.626959,0.526226
6.826666667,0.000714113,0.0626914,0.0915538,3.4502,0.0152325,0.310516,0.00377362,1.45526,0.648965,0.180767,0.672206,0.737039
6.873106576,0.000401936,0.0665272,0.101493,3.024,0.0083265,0.361874,0.00283475,1.51231,0.807602,0.116615,1.04088,0.72428
6.919546485,0,0.0726267,0.0113229,2.67068,0,0.334865,0.00103943,1.5241,0.69899,0.136918,1.17513,0.800114
6.965986395,0.012339,0.297279,0.0250625,2.49024,0.0208374,0.278778,0.0147069,1.64512,0.0358473,0.102595,1.35185,0.810782
7.012426304,0.0805918,0.380644,0.0259208,2.78681,0.0807185,0.171931,0.117558,1.54902,0.0621909,0,1.30279,0.623131
7.058866213,0.110633,0.306555,0.0885611,3.12227,0.135748,0.0922253,0.242013,1.58279,0.0629053,0.113653,1.13452,0.46126
7.105306122,0.00698558,0.0286989,0.239136,3.12216,0.168347,0.0218415,0.0931083,1.86919,0.0684277,0.0613638,1.22771,0.514926
7.151746032,0.00158982,0.0967777,0.388574,2.25728,0.190285,0,0,1.46751,0.0324197,0.150871,1.47069,0.702352
7.198185941,0.00810709,0.159684,0.240756,2.29285,0.209693,0.130225,0.0940054,1.28069,0.104545,0.457123,1.56847,0.80976
7.244625850,0.0867317,0.151674,0.0664029,2.36813,0.291784,0.221882,0.211433,1.22788,0.180413,0.447082,1.52997,0.693121
7.291065760,0.163101,0.034744,0.0448072,2.22392,0.318052,0.114287,0.226237,1.19685,0.340228,0.537434,1.65322,0.502781
7.337505669,0.167085,0.0098164,0.0373273,2.30951,0.266204,0.0132349,0.147303,1.12029,0.259354,0.643107,2.01587,0.258573
7.383945578,0.135397,0.0768784,0.105009,2.59472,0.0104136,0.142297,0,1.33238,0.126564,0.554258,2.16515,0.18468
7.430385488,0.0870654,0.315574,0.119622,2.57601,0,0.0283115,0.325658,1.45122,0.110093,0.276394,1.84128,0.353544
7.476825397,0.0852145,0.347326,0.00708316,2.9174,0.00143072,0.0562925,0.351411,1.26443,0.12078,0.259348,1.59242,0.589579
7.523265306,0.157426,0.280174,0.0770118,3.32812,0.00566398,0.123097,0.285448,0.846397,0.130069,0.273927,1.38934,0.602766
7.569705215,0.15044,0.0551729,0.171965,3.49194,0.0452428,0.223858,0.0186615,0.869722,0.272724,0.361226,1.45835,0.484634
7.616145125,0.162587,0.0238345,0.188208,3.5194,0.0547804,0.0278342,0,0.778703,0.522311,0.421124,1.72992,0.0748836
7.662585034,0.0225127,0.0611337,0.402625,3.47423,0.0193557,0.0257418,0.226427,1.40898,0.413662,0.740893,1.61907,0
7.709024943,0.0383709,0.119676,0.388936,3.29877,0.0308668,0.0342126,0.271544,2.1273,0.0497525,0.582155,1.21008,0
7.755464853,0.117077,0.16591,0.497853,3.12837,0.0595963,0.0197214,0.274753,2.11652,0.0497669,0.29258,1.09859,0
7.801904762,0.166971,0.107679,0.414326,3.04901,0.147215,0.181469,0.169123,1.97362,0.0520587,0.275538,1.02879,0
7.848344671,0.0603533,0.0633386,0.437007,2.94821,0.152172,0.208878,0.118133,1.87739,0.0709096,0.248013,1.06626,0
7.894784580,0.0088631,0.0165577,0.240775,2.81559,0.0968618,0.126566,0.0340787,1.78976,0.0882868,0.325763,1.11964,0
7.941224490,0.0344497,0.00052664,0.210851,2.59117,0.0209737,0.0606475,0,1.96972,0.200574,0.167967,1.18098,0.00463471
7.987664399,0.15803,0.00719732,0.333001,2.55843,0,0.287402,0,1.88348,0.203555,0.194879,1.17639,0.0909016
8.034104308,0.111312,0.0122762,0.230945,2.76081,0.00657144,0.332622,0.00494202,1.83903,0.211868,0.271383,1.11963,0.167136
8.080544218,0.114451,0.0110448,0.149941,2.91053,0.0751123,0.28408,0.0822535,1.72367,0.246134,0.333988,0.924732,0.176408
8.126984127,0.408645,0.00643702,0.0371199,2.83283,0.084668,0.296262,0.00327966,1.60632,0.114763,0.0451996,1.0888,0.281374
8.173424036,1.10313,0,0.473247,2.48504,0.00196289,0.255505,0.284321,2.04577,0.772925,0.0865931,1.10811,0
8.219863946,1.35213,0.191405,1.40167,2.06991,0.000854256,0.384087,0.0219,1.94352,0.523091,0,1.43241,0
8.266303855,1.26119,0.154529,1.81473,1.22817,0.00121496,0.3591,0.0138718,2.13521,0.496992,0,1.83293,0
8.312743764,1.27664,0.129345,1.78658,1.46886,0.00105023,0.348386,0.00453567,2.20496,0.472958,0,1.7864,0.0110427
8.359183673,1.24465,0.127081,1.74955,1.69004,0.00104781,0.301118,0,2.249,0.420708,0,1.74644,0.00613526
8.405623583,1.33714,0.120333,1.68326,1.73895,0.000544702,0.121675,0,2.48389,0.479002,0.00144483,1.75931,0
8.452063492,1.56258,0.0493926,1.46381,1.5883,0,0.0820551,0,2.65664,0.629195,0.0490693,1.50336,0
8.498503401,1.62764,0.0333143,1.51414,1.48006,0.0451721,0.0208635,0,2.49917,0.768439,0.0549644,1.62256,0
8.544943311,1.6795,0,1.58773,1.68663,0.0418103,0.000824306,0,2.08165,0.945998,0.0519012,1.59853,0
8.591383220,1.77068,0.0274238,1.60864,1.90198,0.0234604,0,0,1.86175,1.09417,0.0508145,1.36677,0
8.637823129,1.88237,0.0286648,1.61225,2.01061,0.0065597,0,0.0126729,1.73113,1.14292,0.051898,1.19553,0
8.684263039,1.97908,0.0103964,1.39691,2.30809,0,0,0.0175149,2.02516,1.01667,0.0544829,1.05055,0
8.730702948,2.0525,0.021,0.968604,2.63954,0,0.213808,0,2.31082,0.960747,0.0506669,0.744226,0
8.777142857,2.12598,0.0207782,0.804605,2.60901,0,0.185589,0,2.51423,0.973593,0.0491049,0.402464,0
8.823582766,2.20816,0,1.02469,2.23782,0.0179741,0.19967,0,2.58898,1.03568,0.0491267,0.143304,0
8.870022676,2.30906,0,1.13122,1.89511,0.0681402,0.225297,0,2.57648,0.988841,0.0487544,0.09588,0
8.916462585,2.45764,0.0246645,1.10585,1.73374,0.0592841,0.310029,0.0180897,2.5071,0.99105,0.0473067,0.0308881,0
8.962902494,2.41359,0,1.04227,1.89374,0,0.337432,0.0144594,2.42428,1.14528,0.0507837,0.0538719,0
9.009342404,2.41522,0.017639,0.631778,2.47218,0,0.172446,0,2.35642,1.24583,0.0519498,0.0190466,0
9.055782313,2.38031,0.0192725,0.309288,2.86675,0,0.0551047,0.00417286,2.29385,1.24236,0.051891,0.127897,0
9.102222222,2.27997,0.010656,0.172385,3.05255,0.00445707,0.0397795,0.00845808,2.2015,1.22064,0.050645,0.288064,0
9.148662132,2.11531,0.0045587,0.122246,3.1472,0.00521963,0.0501701,0.0134874,2.17505,1.20787,0.048873,0.41488,0
9.195102041,1.85501,0.0817293,0.0324988,3.11691,0.000675206,0.0525726,0.010462,2.25396,1.21937,0.0493226,0.490937,0
9.241541950,1.40528,0.13337,0.286392,3.07276,0,0.0573724,0.0015516,2.46171,1.21635,0.0492129,0.641443,0
9.287981859,1.13566,0.115288,0.995609,2.69709,0,0.0448447,0,2.6393,1.20401,0.0481785,0.665908,0
9.334421769,1.16339,0.119519,1.43638,2.15241,0.00990739,0.04821,0,2.63717,1.13647,0.0477662,0.73442,0
9.380861678,1.21034,0.123514,1.66023,1.75817,0.0558077,0.047576,0,2.58187,1.03809,0.0520031,1.01135,0
9.427301587,1.27762,0.0809642,1.6755,1.67163,0.0449295,0.0423308,0,2.52463,1.00377,0.0571943,1.34464,0
9.473741497,1.38446,0.0228823,1.64986,1.56243,0,0.0637287,0,2.53301,0.98235,0.0585733,1.48099,0
9.520181406,1.48005,0,1.64702,1.58268,0,0.0649366,0,2.54086,0.987097,0.0582241,1.38062,0
9.566621315,1.62009,0,1.60745,1.86082,0,0.0484417,0,2.46975,1.02976,0.0581472,1.13633,0
9.613061224,1.77761,0,1.51711,2.10063,0,0.0312215,0,2.3746,1.08517,0.0568671,0.909536,0
9.659501134,1.88434,0.150462,1.41705,2.18882,0,0.0278008,0,2.28084,1.09934,0.0539608,0.738336,0
9.705941043,2.05566,0.189566,1.14695,2.40936,0,0.0602912,0,2.16597,1.13584,0.0533982,0.453866,0
9.752380952,2.36688,0.000548958,0.714892,2.44999,0,0.0851874,0.000546083,1.90427,1.20738,0.052694,0.0811732,0
9.798820862,2.61688,0,0.237247,2.43286,0,0.0939809,0.0103442,1.98802,1.23049,0.0533515,0,0
9.845260771,2.69518,0.0144545,0.114976,2.46652,0,0.0904656,0.0137103,1.93413,1.22697,0.0527064,0,0
9.891700680,2.62857,0,0.342139,2.3607,0,0.0755331,0.0124298,2.09265,1.25529,0.0504857,0.0545203,0
9.938140590,2.39937,0.136268,0.707289,2.2119,0.00233562,0.0431345,0.00846535,2.35482,1.23909,0.0498367,0.131169,0
9.984580499,2.21058,0.12074,0.993139,2.13394,0,0.0474333,0,2.51493,1.19495,0.0549516,0.155198,0
