TIME,BIN 1,BIN 2,BIN 3,BIN 4,BIN 5,BIN 6,BIN 7,BIN 8,BIN 9,BIN 10,BIN 11,BIN 12,BIN 13,BIN 14,BIN 15,BIN 16,BIN 17,BIN 18,BIN 19,BIN 20,BIN 21
0.232199546,-342.737,27.2339,-20.4179,8.22142,-10.0958,-10.3181,-6.2401,-5.00389,-6.88152,-1.58804,-1.53722,-0.788383,5.17079,5.95848,2.29289,5.13273,2.34668,1.65233,-5.0368,3.31375,8.77523
0.255419501,-353.792,24.8362,-18.9599,11.8742,-9.52011,-5.66424,-6.55122,-6.87956,-5.23357,0.0220089,-1.93086,-1.9849,6.38042,10.3336,2.80805,3.97536,1.28352,-0.5543,-5.41183,4.24009,8.81579
0.278639456,-349.611,27.4512,-16.6513,11.4626,-8.50992,-6.40038,-5.01092,-4.8474,-6.35804,-0.404732,-1.19605,-1.98458,5.46264,8.72015,2.17272,3.994,0.671835,-0.34487,-5.59405,3.25323,6.76432
0.301859410,-341.452,28.2049,-18.2282,12.3293,-6.96805,-5.10168,-4.97952,-6.05772,-5.59627,-0.00589965,-1.80836,-1.56186,6.13096,9.54692,1.70202,3.8078,0.585485,-1.2777,-6.34763,2.92763,7.68909
0.325079365,-339.241,23.7962,-19.7073,10.8012,-9.18408,-8.81936,-9.03253,-6.63517,-5.7651,-1.84367,-3.10846,-2.91359,4.547,8.43496,3.56477,3.5822,0.199102,-1.60509,-5.24645,4.4082,8.20618
0.348299320,-329.04,27.3794,-18.4217,13.6774,-6.09279,-6.26674,-4.88412,-5.63078,-6.07557,-0.657172,-0.965644,-1.38739,4.32841,7.80504,2.84145,2.90148,-0.346156,-2.08449,-7.0105,2.44248,7.49393
0.371519274,-324.563,26.4152,-19.372,13.478,-6.29832,-6.50515,-7.11873,-4.60709,-4.77203,-0.942921,-0.545817,-0.792592,4.51208,8.08988,3.29278,4.25097,0.339494,-1.26258,-5.22976,3.29827,7.49584
0.394739229,-326.222,24.3014,-15.6129,12.9539,-9.09045,-7.07168,-8.56124,-5.57213,-6.51595,-0.549452,-1.49712,-4.08323,4.57905,7.26662,3.3298,3.69752,-1.97461,-1.68837,-5.91144,4.64907,6.87264
0.417959184,-318.748,27.9731,-14.9242,14.4178,-5.81799,-4.83704,-5.92447,-3.72521,-5.80566,0.607134,-0.375972,-1.28109,6.27903,7.17154,2.13586,2.91496,1.13006,0.367336,-7.59128,3.06933,5.86593
0.441179138,-316.474,24.0798,-18.416,14.4293,-7.90942,-7.98209,-7.80368,-5.30747,-5.51938,-2.37528,-2.92209,-1.24857,5.65515,6.03122,2.03948,3.98866,0.486226,-1.74664,-6.33895,3.90309,7.06114
0.464399093,-313.376,26.5848,-17.6399,13.1353,-7.49009,-6.06829,-8.16617,-4.91723,-5.45335,-2.55678,-1.64035,-2.20931,4.56249,7.20659,1.46311,3.58472,0.584555,-1.6221,-7.68552,3.98024,6.45959
0.487619048,-305.727,28.6195,-15.9912,14.5175,-6.27554,-4.50718,-5.16453,-2.38676,-3.9541,-0.929721,-0.612566,-1.37897,5.08369,7.48411,2.50556,3.90576,0.896574,-0.571343,-6.83922,3.40865,7.26377
0.510839002,-305.053,26.2068,-18.3416,12.6023,-8.43286,-7.77514,-7.94629,-4.0576,-5.38642,-1.31819,-2.75834,-2.82626,4.6334,7.20145,3.05785,4.26475,-2.06648,-2.09267,-5.57026,4.16153,6.95084
0.534058957,-300.435,30.0766,-14.638,12.3622,-7.25331,-3.57418,-6.24118,-4.03478,-4.0095,-0.101533,-2.18566,-2.97804,5.10396,7.75402,1.06386,3.00867,-0.960298,-1.4206,-7.56469,3.14392,6.46277
0.557278912,-294.208,30.1314,-14.098,13.7117,-8.13135,-3.9862,-4.50243,-4.02878,-4.12405,-0.54847,-0.129572,-1.24502,3.88551,6.54871,2.72484,2.85911,-1.95019,-1.02866,-7.16231,3.34502,5.69463
0.580498866,-294.737,29.7656,-16.0407,14.1517,-8.69126,-5.13297,-7.21228,-4.77423,-3.29569,0.475399,-2.94175,-0.812556,4.94577,6.28275,2.72513,2.7153,-1.54562,0.283282,-6.86844,2.45886,6.23412
0.603718821,-287.479,31.7451,-13.8187,15.0258,-8.25278,-4.7241,-5.10835,-2.52361,-3.60199,0.716787,0.207809,0.500421,4.18097,3.81376,0.583065,3.78996,0.707641,-0.464276,-6.53726,2.80955,4.1285
0.626938776,-314.705,30.476,-13.7699,16.3016,-5.02269,-5.33506,-6.9622,-2.92753,-3.90468,0.371771,-0.242456,-0.925551,2.97641,5.33214,1.18408,2.23248,-0.744695,-0.794199,-7.39414,1.34638,5.33637
0.650158730,-310.811,30.984,-13.1676,18.0947,-5.75958,-3.53297,-6.06614,-3.05846,-2.68879,0.0144129,-1.1306,-0.358563,4.20228,4.88865,1.83364,2.98431,-1.89978,-0.54534,-7.34439,1.61582,5.13808
0.673378685,-307.794,33.3444,-11.57,18.3119,-5.63475,-2.94004,-3.80293,-2.10524,-2.92822,-0.15132,-1.09081,0.243394,3.72237,4.70176,1.32446,3.46016,-1.8213,-3.32416,-6.51489,3.44355,3.30586
0.696598639,-302.791,31.5717,-12.5506,19.6033,-4.55278,-4.00244,-4.51132,-1.92791,-2.39394,1.31729,-0.370129,-1.15759,4.1912,6.92693,3.4399,4.62417,-1.40874,-2.55239,-5.52563,3.415,4.71795
0.719818594,-299.439,31.9198,-12.1879,20.3438,-4.82778,-3.32752,-3.94325,-2.07693,-2.83173,0.538234,-1.70481,-0.407891,4.53368,4.75845,2.49747,4.54817,-1.52599,-3.37092,-7.16129,4.06595,5.25131
0.743038549,-295.329,33.5191,-12.1191,19.551,-6.35673,-2.06679,-2.67899,-2.97978,-3.18635,2.06235,-0.647604,-1.57976,3.51084,4.70584,1.31816,3.67948,-0.701612,-0.806224,-6.90587,1.49699,3.98006
0.766258503,-298.014,32.0057,-12.5266,20.8938,-3.6384,-3.44645,-2.90043,-1.61865,-3.64661,0.740502,1.01704,0.77641,3.44505,5.23014,3.45861,3.15128,-0.37133,-1.31189,-6.12344,2.70498,4.50142
0.789478458,-302.189,33.6132,-11.1531,20.0038,-5.12737,-0.489263,-3.18926,-3.74712,-3.96589,1.81016,-1.33991,-2.5197,4.80634,5.57319,0.584034,0.671086,-0.0139583,-0.714341,-7.22903,1.12798,2.46206
0.812698413,-297.109,32.3117,-8.86981,20.5845,-5.99477,-1.95379,-1.42297,-2.61322,-4.40285,1.76812,-0.307393,-1.67126,4.87607,4.84618,1.38718,3.34562,-1.72769,-0.917628,-5.69698,0.312063,2.88705
0.835918367,-292.675,30.9567,-9.88682,22.3691,-5.30414,-4.9322,-4.99544,-0.414574,-0.0467453,0.183891,-1.25998,-1.46119,3.28003,7.00551,3.59751,1.12419,0.0441722,-0.596163,-5.94211,2.3785,2.94208
0.859138322,-290.414,32.6136,-9.40141,21.1296,-6.70809,-3.01579,-2.44102,-1.04945,-4.14258,-0.501812,-0.611654,-0.797207,2.81574,4.21192,2.36851,0.954187,-1.81504,-0.921486,-7.32093,0.960645,2.41338
0.882358277,-286.988,31.7826,-11.7201,19.4162,-6.69546,-3.79086,-4.68472,-1.42169,-3.0615,1.11841,-1.89972,-0.630228,5.67035,4.77916,2.06038,2.86706,-0.947792,0.310324,-7.0478,2.82014,3.66932
0.905578231,-282.684,32.972,-10.0835,21.2762,-4.09301,-2.93275,-3.38535,-0.631042,-2.24402,0.0466105,-0.665051,0.409235,4.84107,6.58445,0.981043,1.59256,-0.388537,-0.801476,-6.02799,0.358408,4.16114
0.928798186,-286.467,34.6241,-9.41745,19.4153,-4.91156,-2.22714,-4.70675,-1.73479,-4.02933,-1.67639,-2.70606,0.79982,5.09972,4.24597,0.752345,1.00483,-3.43778,-0.945612,-8.98807,0.211437,4.81643
0.952018141,-279.915,32.5601,-12.0696,20.2086,-5.70069,-3.24838,-3.46126,-1.84563,-1.07059,0.771492,-0.883114,1.82699,5.43671,7.38809,3.86704,2.20229,0.125774,0.290462,-5.13181,3.08729,4.90555
0.975238095,-278.884,34.9147,-9.41432,22.0546,-5.37227,-3.04736,-3.30085,-1.24758,-1.96796,1.34088,-0.84063,-0.387583,4.20742,5.44531,1.19694,2.23461,-1.71648,-2.22413,-7.29066,1.71953,3.67432
0.998458050,-275.774,34.7247,-11.8001,19.9014,-4.30849,-3.38441,-4.7712,-1.45726,-1.31468,1.4428,-0.714153,-0.654665,2.50355,4.28547,1.31129,0.95854,0.0775205,-1.09168,-7.37972,0.959171,3.81872
1.021678005,-278.746,33.4752,-13.5757,18.3505,-4.74974,-4.0698,-4.44208,-1.8197,-2.60313,1.84576,1.21636,-0.65406,4.91162,7.47443,2.57161,3.04557,0.421361,-0.718464,-6.08497,2.5117,4.99641
1.044897959,-275.583,34.5604,-11.1146,20.2981,-2.47112,0.815994,-3.26224,-3.05381,-2.77626,1.58459,-0.203663,0.659809,4.8196,4.24056,1.24879,3.36588,-2.55845,-2.86542,-8.30066,1.28259,3.33255
1.068117914,-277.878,32.2802,-11.008,20.0389,-3.75154,-2.09276,-3.40392,-2.35539,-3.56246,0.498366,-1.04646,1.07673,5.53141,3.9343,1.40791,1.66758,-1.76874,-1.39396,-8.44995,1.2465,3.41477
1.091337868,-281.695,32.6771,-10.1361,20.8036,-3.01833,-2.20488,-3.45075,-1.3063,-1.35893,1.43362,-1.14083,1.04359,6.91329,8.10128,2.10299,3.35538,-0.103394,-1.1907,-7.94413,2.54238,5.41085
1.114557823,-281.064,35.3432,-7.68579,20.6392,-3.85399,-1.1845,0.150617,-1.46321,-3.93946,1.8787,-0.9615,-1.14951,4.13666,5.70069,1.54291,2.25364,-2.5169,-4.65706,-7.02128,1.04049,1.84193
1.137777778,-278.027,33.3599,-10.0099,21.1513,-5.16886,-2.16757,-1.47387,1.56036,-2.40116,-0.123666,-0.448444,0.296181,5.49893,5.54623,3.27817,3.0118,-1.97854,-2.67556,-6.62197,1.02846,2.96045
1.160997732,-280.318,38.0061,-9.56274,19.9679,-1.69555,-3.62382,-1.18183,1.81548,-2.26808,2.2096,-0.26004,-1.02526,4.38864,6.0024,3.76342,3.14051,-2.62691,-3.24798,-7.43887,1.84007,3.55734
1.184217687,-272.803,35.4658,-9.39974,19.0073,-4.51518,-0.807455,-0.762523,1.01332,-2.68993,2.07154,1.5242,-2.23545,2.89155,6.27822,1.438,0.919655,-2.13056,-1.5483,-8.06791,0.973798,3.30749
1.207437642,-274.659,33.8695,-11.3429,19.8385,-4.52461,-3.54382,-1.62156,1.56527,-1.22455,1.92206,-0.187289,0.478076,6.6663,6.23732,1.32465,4.14969,-0.409868,-1.02749,-5.86874,1.74334,4.33603
1.230657596,-271.299,36.163,-9.97341,21.7144,-4.05868,0.457686,-0.553673,-0.257406,0.336815,2.24469,0.292142,1.55286,3.89269,5.94452,2.72312,1.54974,-3.09253,-1.93841,-7.57614,0.973609,3.4086
1.253877551,-272.025,36.4017,-9.51695,18.9835,-5.33349,-1.41,-1.95604,0.349294,0.00473268,3.25124,-1.23256,-0.578533,4.65378,3.16491,0.219579,1.84353,-2.75256,-2.46743,-6.34588,1.21869,1.2459
1.277097506,-273.604,34.6137,-11.0521,20.2166,-4.33904,-3.62931,-2.07039,0.687433,-0.326787,3.84278,0.882883,0.513112,7.41202,7.91876,3.17658,2.50284,-1.01536,-1.4425,-7.42912,3.21123,5.23962
1.300317460,-268.95,36.4848,-10.1138,20.5887,-2.45914,-0.954956,-2.67158,1.81476,0.413613,2.37238,0.877494,-0.163562,4.43665,6.46767,2.28906,0.386678,-3.78547,-3.41836,-8.36785,1.07228,3.01928
1.323537415,-270.966,35.5191,-9.72955,20.8287,-4.6901,-2.94859,-3.39512,1.96922,0.293213,2.24502,0.118598,0.586375,5.67599,5.33058,-0.0586902,2.89716,-2.09408,-3.16486,-8.10054,1.37538,3.82122
1.346757370,-273.777,35.6506,-10.446,20.7713,-2.63886,-0.824398,-3.63407,0.719175,2.61125,4.38762,1.62356,0.390738,4.85891,6.33737,2.12876,2.45065,-2.46507,-1.75944,-7.40338,1.50035,2.1052
1.369977324,-282.541,38.7971,-8.00335,23.2264,-1.14874,2.41019,-0.380147,0.161352,2.0165,3.60566,-0.687214,1.85225,6.50229,4.7505,-0.817199,1.16193,-1.82984,-2.72646,-9.45933,-0.994185,2.91316
1.393197279,-279.043,38.0315,-11.9938,17.6151,-5.04396,0.607101,0.2591,1.05071,-1.00853,2.67441,1.17285,1.16252,3.87719,3.52953,0.558369,0.743292,-1.84246,-0.85384,-6.85557,0.516648,1.08186
1.416417234,-277.513,38.2353,-11.7595,20.72,-0.518317,0.686539,0.0363201,2.05255,0.796785,4.1985,1.36103,0.959517,5.5643,5.68981,0.705829,2.0953,-1.03756,-2.55934,-8.05272,0.58581,2.00044
1.439637188,-276.948,37.7115,-10.0577,22.0985,0.00196496,1.4721,-0.257718,3.20544,0.375533,3.42636,1.14797,-1.25368,4.24536,4.74611,1.63181,2.2805,-3.88651,-4.25901,-8.91413,-0.956249,3.45765
1.462857143,-277.971,34.6217,-10.9602,20.8111,-1.87152,-0.0345843,-1.47435,0.948573,1.49534,4.95691,-0.11033,-1.02122,4.66506,6.74464,3.1997,3.03758,-2.86198,-3.24705,-7.57536,1.90436,3.84042
1.486077098,-275.716,37.4457,-9.16599,23.2061,-1.56434,-0.315997,-0.207154,2.82061,1.96132,4.4462,1.08624,-0.338033,4.55382,6.51421,1.36846,0.733982,-3.87058,-4.48716,-7.40802,2.08963,2.48494
1.509297052,-276.632,38.2262,-8.26431,23.0193,-2.58186,-0.849397,0.168973,2.104,1.78243,2.59534,-1.10687,0.535196,5.85033,5.60255,0.0419587,-0.267644,-3.53326,-3.23094,-8.54073,-0.384524,3.83186
1.532517007,-274.351,34.6034,-9.47312,23.6472,-4.08018,-3.07928,-2.92123,1.55269,1.93288,4.65678,-0.908521,0.35668,6.1503,7.2293,2.35376,0.0568858,-1.47407,-2.68166,-7.40278,2.77513,2.27177
1.555736961,-270.516,38.2003,-7.6399,22.6496,-2.92542,0.186651,-0.826021,1.63519,1.34031,4.74199,0.671364,0.225121,4.67417,5.38703,1.43714,0.434287,-3.51063,-3.67977,-7.69184,0.622875,1.45282
1.578956916,-267.829,35.6396,-8.40969,22.1051,-4.87211,-1.68794,-1.20907,2.36693,1.4024,3.37606,-0.0591041,0.724336,5.17066,3.56428,-0.0979116,0.238886,-2.8019,-2.01447,-8.73733,0.237561,1.46205
1.602176871,-265.929,34.8491,-10.7459,22.124,-4.79,-1.28172,-1.00692,2.39546,-0.690854,2.62533,2.34155,1.9554,4.24562,4.20335,1.65975,1.75125,-2.47318,-2.71932,-6.72603,0.293719,1.84839
1.625396825,-261.974,36.4463,-10.1666,22.8561,-2.82011,0.787093,0.311434,1.18073,-0.165312,3.59889,1.10002,1.94113,3.79204,3.15029,0.961677,0.374302,-2.10593,-3.37463,-8.0691,1.21461,1.36164
1.648616780,-265.074,35.0544,-10.5914,22.6252,-5.04865,-0.511545,-1.18965,0.329923,-1.50893,1.03777,1.31988,0.94124,2.87742,2.38843,1.55433,2.86556,-2.53286,-2.7783,-7.68039,1.47825,3.14025
1.671836735,-258.11,34.4083,-11.0212,21.7586,-2.95432,0.248565,-3.32162,0.921119,0.884065,3.8999,0.434482,-0.213662,3.77694,4.25753,0.863489,2.47414,-1.84839,-2.41468,-6.5374,2.99942,2.29011
1.695056689,-273.648,39.4071,-9.00769,21.7215,-1.86137,-0.726171,0.00855099,1.98091,2.16054,4.84724,0.0885473,0.3383,4.41813,4.12164,-0.233993,-0.0119374,-2.4787,-2.59884,-8.6163,-0.842924,2.03048
1.718276644,-276.282,34.4152,-10.0837,23.5399,-3.54455,-2.57144,-2.31865,0.81775,0.83319,2.72385,-1.37621,0.571729,5.84909,5.94735,0.935402,-0.672115,-2.39123,-4.25192,-9.36056,1.40522,2.71683
1.741496599,-271.193,35.9135,-7.90625,22.0759,-2.41939,0.909486,-1.21847,1.13048,1.10105,4.48561,0.817913,0.152761,4.0629,5.55526,1.94981,0.7893,-4.41376,-4.59077,-7.74376,0.806441,1.78538
1.764716553,-267.157,38.271,-7.40515,23.6677,-3.6938,-1.43595,-1.15336,2.50187,1.80199,3.32852,0.216462,0.402021,4.65785,3.27062,-0.404817,0.430599,-2.3785,-2.50862,-9.15368,-0.461856,1.16187
1.787936508,-267.87,34.1718,-11.7508,21.993,-4.85049,-3.11091,-2.43535,1.77838,-0.122536,2.63021,1.37786,0.265238,3.67056,5.24551,1.84991,1.58709,-2.6266,-1.86884,-6.12341,0.578062,2.03113
1.811156463,-262.145,36.4699,-11.1222,23.596,-2.10081,0.575019,-0.44081,0.859028,0.417144,3.59119,1.36013,1.80075,4.19519,3.3956,1.10647,0.847808,-1.77208,-3.77848,-8.20519,0.552486,1.32081
1.834376417,-263.145,35.183,-7.90021,23.4399,-2.91135,0.967947,0.850803,1.76546,-1.8374,0.660526,0.419075,1.98455,4.45471,3.48061,1.12411,1.10101,-3.46014,-3.12039,-7.84675,0.29578,2.68455
1.857596372,-261.658,32.7705,-10.2695,23.326,-3.59202,-2.57435,-4.71798,1.01372,1.20881,3.34405,-0.57673,-0.810137,4.16219,4.52195,1.81188,3.02569,-1.9133,-3.11573,-7.36757,3.85948,2.86375
1.880816327,-273.037,39.5985,-7.8559,23.4705,-2.05724,-0.696419,0.228218,2.61282,1.55021,4.30419,0.000538146,0.158308,5.79933,6.42666,0.985973,0.409447,-3.04929,-2.89054,-8.57282,-1.25325,1.41049
1.904036281,-273.923,37.5103,-8.46729,24.4232,-2.50583,-1.42486,-0.1881,2.94955,2.01812,2.74078,-0.857836,1.41487,6.18346,5.64283,-0.49458,-1.00088,-2.43468,-2.99779,-9.63606,0.0684774,1.41955
1.927256236,-271.296,35.6834,-9.30948,20.6596,-3.55765,0.587563,-1.17827,1.35337,0.510894,3.95038,1.60319,1.45127,4.98364,5.06766,2.24075,1.30859,-3.77672,-4.15623,-7.32574,1.33237,1.77568
1.950476190,-267.467,38.8247,-8.5568,23.9861,-1.65217,-0.136904,0.0793564,2.55647,1.47895,2.77224,0.0914699,1.60791,6.03309,5.09758,-0.107657,0.0594134,-2.77103,-2.99491,-8.48963,-0.652463,2.05062
1.973696145,-264.344,36.7148,-10.1826,22.144,-3.64341,-2.51046,-1.08847,2.58669,-0.000823451,2.85611,1.35308,0.159057,2.67359,3.70544,1.32568,1.17588,-2.50974,-2.69003,-6.04347,0.590092,1.92104
1.996916100,-261.13,35.7315,-10.4896,22.4354,-2.74707,0.16076,-0.0967648,1.30691,-0.433573,3.84416,1.5839,1.90872,3.71108,4.24818,1.82859,0.861087,-2.10454,-3.20696,-7.14589,1.52331,0.779269
2.020136054,-261.734,37.2617,-8.92693,24.2045,-2.10098,2.5393,0.116171,0.66657,-1.09342,2.79977,1.35528,1.59079,3.14813,3.21051,1.6153,2.18131,-3.28761,-2.69373,-8.21494,-0.0301509,2.3021
2.043356009,-258.811,33.465,-10.871,21.7453,-3.84601,-2.36077,-2.91524,2.14189,1.41003,2.31073,0.116386,0.279313,4.60701,3.04811,0.621933,2.73794,-0.955152,-2.03391,-6.51182,3.66401,1.64789
2.066575964,-271.081,38.8182,-8.41615,22.7384,-2.64963,-1.41173,-0.298503,1.95747,1.61181,4.37109,0.561342,-0.287246,6.07518,7.61068,1.18198,1.11394,-2.30708,-2.44347,-7.25952,-0.494538,0.736243
2.089795918,-273.694,37.9731,-7.2127,25.808,-1.06265,-0.625653,-0.292001,2.94808,2.96331,3.98743,0.316811,0.122731,5.53877,5.76664,0.833357,-0.218319,-3.16216,-3.48897,-9.59705,0.237772,2.64906
2.113015873,-272.728,35.278,-9.25564,22.621,-3.5763,-1.62064,-3.22813,2.0234,1.77287,4.72258,0.930432,0.82278,4.80637,5.25819,3.2931,1.58584,-3.80037,-4.11195,-6.33207,2.50176,1.76935
2.136235828,-269.761,37.3291,-9.24016,24.6863,0.120045,1.03944,0.392817,2.76061,1.32731,3.49733,0.141848,2.05069,7.21249,6.0066,0.817303,0.292348,-3.42562,-4.89091,-9.97866,-0.446738,3.0931
2.159455782,-263.541,37.8664,-9.13407,23.2537,-1.63949,-0.90019,0.254422,3.27266,0.821148,4.18569,2.41468,1.26124,3.5943,4.4802,1.51408,0.490927,-2.61222,-2.99961,-6.26242,-0.303873,1.33576
2.182675737,-262.207,34.477,-10.514,22.3399,-3.377,-0.194761,-1.42441,1.42851,-0.524869,4.50897,1.78236,1.06957,2.70674,4.64581,2.08524,1.42282,-2.03563,-2.80861,-6.62536,1.94348,1.54482
2.205895692,-260.625,38.6774,-9.53218,23.4226,-2.95489,2.9591,1.49857,1.07963,0.660082,4.1479,2.51032,2.09976,2.81472,2.46245,1.47935,2.1791,-2.92882,-1.15359,-7.19768,0.00898274,1.57061
2.229115646,-259.338,34.6623,-8.67582,25.4052,-0.799731,-0.261582,-2.62866,1.95645,1.52654,3.62539,0.384462,0.343519,3.46979,4.0059,1.10264,3.12876,-2.27369,-3.77406,-7.60272,3.16898,2.3372
2.252335601,-269.975,37.7576,-9.01212,21.9713,-3.70823,-1.88182,-0.634449,1.23117,0.737508,4.25754,0.650935,-1.70914,4.10079,5.6751,1.44662,1.78038,-1.79595,-3.32361,-7.94911,0.13898,0.983036
2.275555556,-272.216,37.8881,-7.35584,25.2251,-0.744123,1.25209,0.800467,3.08501,1.4917,3.89471,0.745653,0.877776,5.44644,5.83171,0.424003,-0.084242,-3.50862,-3.40064,-9.6557,-0.41581,3.08972
2.298775510,-269.881,36.6332,-8.94873,22.811,-1.95972,0.144843,-1.13056,2.44264,1.20743,4.07872,1.0779,1.37078,5.66755,5.0192,2.32567,0.627358,-4.11086,-3.44286,-6.92303,2.61001,0.710419
2.321995465,-268.146,37.5965,-10.5615,22.0034,-1.61135,0.466272,-0.260813,2.25265,1.41223,4.30329,0.360097,0.861918,6.80185,5.03367,0.215667,0.670592,-2.75804,-3.1416,-8.89981,-0.436236,2.32311
2.345215420,-265.815,38.317,-9.2639,24.8959,-0.959058,-0.863979,0.0718544,2.8687,1.89061,4.26832,2.02794,1.56998,3.4428,5.13551,1.00935,0.863619,-3.03484,-3.4246,-8.24829,-0.674321,2.1554
2.368435374,-263.36,34.6917,-10.2843,22.0725,-3.73362,-0.437149,-0.399189,1.72155,0.439065,3.85003,3.30771,0.795715,3.2919,4.49357,2.2143,2.6858,-1.14797,-1.61551,-7.28203,1.84116,1.65579
2.391655329,-262.666,36.367,-9.70579,23.6893,-2.14374,2.28741,-0.319655,-0.277427,1.51525,5.02296,1.41051,2.41103,3.46412,2.62848,1.934,2.09707,-2.80404,-2.33839,-8.45465,-0.0192366,2.2305
2.414875283,-260.677,35.4624,-8.07085,26.0987,-0.880855,0.249531,-1.75696,2.72067,1.79409,3.24435,-0.0685842,0.749523,4.26533,5.00424,2.12689,1.90444,-2.07458,-4.06099,-6.97207,2.30785,2.35311
2.438095238,-268.593,37.6162,-7.83031,22.5114,-4.70844,-2.5408,-0.371927,2.19922,-0.43157,3.2662,-0.201046,-1.94574,4.06177,4.76955,2.62913,2.22115,-0.49163,-2.77773,-6.74914,1.18726,1.0774
2.461315193,-271.496,37.9984,-8.6651,23.4276,-1.22207,0.848971,0.834916,3.49429,2.95776,6.11063,1.58909,0.952436,5.36584,5.43424,0.327164,-0.584058,-3.55156,-2.65092,-8.59195,-0.80776,0.884122
2.484535147,-269.048,37.5646,-7.26846,24.1208,-1.42965,-0.632121,-1.06934,3.4809,2.66591,4.93606,0.473749,0.619351,5.51387,5.62665,1.72641,0.500543,-4.30587,-3.26146,-7.48755,2.11689,1.0265
2.507755102,-268.176,37.5765,-10.8646,20.9688,-3.05996,-0.10808,-0.630858,1.44765,0.524303,3.36198,-0.0958583,0.163612,6.18807,4.39123,-0.837911,0.37062,-2.90391,-2.34518,-8.40671,-0.489936,3.021
2.530975057,-267.569,38.6243,-8.44304,23.0116,-3.31319,-0.861152,1.05857,5.62648,3.26163,3.93471,0.589589,-0.0603549,4.62345,5.6878,0.302541,1.34631,-2.77489,-3.78763,-7.30571,0.834475,0.0446861
2.554195011,-271.322,37.7578,-10.7105,22.262,-1.60864,0.805207,0.674597,2.28897,2.25073,4.91943,1.36651,0.219057,5.59109,5.97245,1.41606,-0.531319,-4.86824,-2.34246,-7.05947,0.89051,1.15381
2.577414966,-270.133,37.0479,-10.5296,22.1913,-2.02961,-0.117039,-0.996104,3.24004,1.92295,4.6191,0.333744,0.691452,5.15253,4.93092,1.49785,-0.355605,-4.07308,-3.95733,-7.68444,1.50325,0.462867
2.600634921,-267.873,38.3712,-8.804,23.9772,-0.945507,0.342775,-0.560643,2.77762,2.98026,5.65084,1.38409,0.567251,6.53235,4.52898,0.619008,0.539095,-1.80403,-2.95026,-9.01698,-1.11957,2.8292
2.623854875,-266.382,37.4312,-10.1184,21.4752,-3.38773,-0.443298,0.778371,4.29884,1.46432,2.0068,0.520412,0.818462,5.72597,5.98268,1.69318,1.30845,-1.24559,-2.59098,-5.54623,2.50705,0.0916129
