TIME,BIN 1,BIN 2,BIN 3,BIN 4,BIN 5,BIN 6,BIN 7,BIN 8,BIN 9,BIN 10,BIN 11,BIN 12,BIN 13,BIN 14,BIN 15,BIN 16,BIN 17,BIN 18,BIN 19,BIN 20,BIN 21
0.352000000,-468.794,-209.062,-160.423,-124.345,-106.038,-69.3867,-41.9096,-6.67432,4.80164,6.90183,-2.15931,-13.7373,-40.3101,-67.205,-94.3177,-122.002,-140.331,-153.106,-153.898,-139.136,-122.231
0.362666667,-467.137,-204.922,-160.721,-123.547,-102.538,-67.0605,-44.0848,-11.1905,0.805155,3.59087,2.03342,-9.90288,-39.5666,-64.3114,-91.8151,-123.441,-141.355,-153.81,-152.976,-145.024,-124.477
0.373333333,-471.817,-206.764,-155.538,-121.983,-102.133,-67.4473,-46.1085,-11.2286,2.43642,3.72455,0.776545,-10.0402,-38.6594,-65.1294,-91.3757,-122.605,-142.201,-153.531,-154.11,-141.606,-124.458
0.384000000,-470.96,-206.822,-157.521,-119.542,-103.48,-71.7543,-46.3963,-13.6133,3.43847,6.5064,-2.74282,-10.7843,-37.9104,-66.1406,-93.7707,-123.269,-142.458,-152.181,-153.075,-139.927,-123.134
0.394666667,-473.788,-209.059,-160.538,-121.645,-101.831,-67.7226,-45.8871,-11.6423,1.40584,3.45748,3.44947,-8.78043,-35.4937,-62.5546,-91.1262,-121.435,-140.308,-152.582,-155.97,-140.263,-123.599
0.405333333,-469.668,-205.82,-158.475,-120.994,-103.051,-67.9747,-45.3745,-12.9766,1.54041,5.76762,-3.01742,-10.8697,-37.1594,-67.9033,-91.9678,-118.869,-140.352,-151.614,-154.337,-141.313,-125.262
0.416000000,-470.944,-206.8,-159.933,-126.736,-107.865,-72.336,-46.7426,-11.5042,0.0202551,2.92495,0.400091,-8.51339,-39.167,-67.8306,-93.6139,-120.139,-136.268,-150.407,-152.237,-141.306,-122.078
0.426666667,-477.116,-210.908,-155.514,-117.43,-100.405,-71.0654,-51.0236,-15.0302,4.00224,9.61833,1.01058,-11.7382,-40.8324,-64.9146,-87.1395,-118.064,-140.94,-155.608,-156.734,-142.468,-122.149
0.437333333,-472.432,-207.495,-157.823,-120.709,-100.495,-67.6819,-45.7713,-11.6488,2.51311,2.95246,-1.28944,-9.41104,-36.5452,-64.0375,-93.0207,-122.574,-140.932,-152.862,-154.177,-140.901,-123.118
0.448000000,-478.699,-208.734,-157.394,-121.567,-99.6455,-67.0265,-45.0778,-9.6694,3.0594,2.68328,-1.4938,-11.1923,-39.9053,-69.2834,-92.4075,-119.063,-140.019,-152.926,-153.804,-138.289,-124.014
0.458666667,-474.108,-208.846,-160.324,-123.191,-106.309,-70.1362,-45.5273,-11.5653,4.55298,5.57881,-1.8012,-9.11924,-35.9876,-67.1913,-92.4247,-120.302,-140.979,-152.983,-155.544,-142.238,-122.235
0.469333333,-474.379,-207.775,-158.654,-119.519,-102.062,-69.9845,-45.3639,-9.6286,4.0745,4.98961,-0.694309,-10.3416,-36.462,-63.9149,-92.28,-121.724,-139.447,-152.14,-154.958,-141.848,-125.486
0.480000000,-472.259,-208.746,-160.001,-122.051,-102.726,-70.3931,-45.0282,-11.621,1.08155,4.80637,-0.98748,-10.2675,-36.5833,-65.1138,-91.735,-120.083,-140.222,-152.306,-156.566,-140.211,-122.3
0.490666667,-468.222,-204.962,-161.126,-126.868,-108.826,-71.2452,-44.8215,-13,2.93298,7.45171,-0.438733,-11.2743,-38.7658,-67.7537,-92.2089,-118.096,-137.489,-149.913,-152.927,-140.182,-121.402
0.501333333,-476.275,-209.024,-159.04,-121.285,-102.688,-66.9737,-42.8282,-11.2394,2.81123,4.49639,-2.13701,-11.3929,-35.1533,-63.4571,-94.6918,-123.802,-138.299,-150.928,-155.563,-142.194,-122.821
0.512000000,-475.575,-210.132,-162.948,-123.72,-102.712,-67.2177,-43.58,-11.4798,1.15233,2.30191,-2.10906,-10.8977,-38.0424,-65.0202,-92.0087,-117.842,-137.578,-151.461,-153.463,-139.144,-122.165
0.522666667,-472.338,-208.165,-163.748,-125.925,-104.767,-67.191,-42.5476,-12.0594,3.3573,6.72325,-1.56624,-11.9121,-37.6924,-65.1686,-93.5472,-120.96,-138.284,-148.313,-150.024,-136.751,-119.896
0.533333333,-429.954,-202.485,-156.352,-123.719,-107.814,-72.9122,-48.3503,-15.1836,-3.30442,2.51811,1.14838,-6.88614,-39.0484,-68.768,-93.4946,-120.52,-142.252,-155.875,-155.958,-141.653,-121.3
0.544000000,-413.588,-195.301,-157.81,-124.504,-107.892,-73.1761,-47.5626,-14.7226,-0.424462,7.39136,-3.28827,-14.3194,-40.5716,-67.1972,-91.8176,-123.978,-142.349,-154.274,-157.987,-143.609,-126.002
0.554666667,-437.535,-202.465,-157.894,-120.391,-101.364,-67.7927,-45.694,-14.4771,-1.04089,2.62434,-1.93104,-12.2469,-39.0233,-65.0945,-92.3429,-121.085,-141.166,-153.628,-157.789,-145.161,-125.694
0.565333333,-439.041,-198.404,-157.16,-125.184,-109.095,-70.825,-45.842,-15.3148,-1.02379,2.83131,-1.68804,-10.052,-35.6582,-63.762,-92.4635,-122.647,-142.111,-151.655,-153.674,-144.844,-126.997
0.576000000,-423.549,-185.288,-157.756,-128.861,-108.254,-68.736,-42.2329,-9.38934,3.76283,2.54339,-4.25252,-15.8646,-43.7466,-69.5953,-96.6211,-126.14,-142.204,-154.1,-155.924,-148.514,-129.4
0.586666667,-410.077,-182.582,-165.501,-135.613,-108.464,-68.8875,-44.9706,-12.5566,2.63126,5.49509,-3.95436,-16.0877,-40.8689,-65.9859,-95.3711,-125.468,-142.353,-153.065,-157.132,-147.592,-130.036
0.597333333,-399.831,-175.226,-172.283,-137.795,-106.208,-71.4981,-51.2351,-14.9846,3.5752,5.88152,-3.55024,-18.3993,-38.0621,-64.1069,-92.0881,-122.845,-141.878,-154.93,-160.549,-144.294,-131.111
0.608000000,-386.292,-173.864,-175.237,-138.39,-106.152,-67.7607,-44.1795,-15.1863,-1.62172,2.4287,-4.19589,-16.6499,-34.5181,-61.6951,-95.7406,-122.793,-141.316,-156.486,-163.288,-149.566,-133.607
0.618666667,-392.009,-177.043,-178.104,-138.127,-104.144,-70.1279,-43.1451,-11.0704,-3.58703,1.15162,-2.79751,-14.8738,-38.1557,-63.0508,-94.4919,-125.026,-139.886,-151.688,-159.523,-148.292,-131.021
0.629333333,-389.956,-174.578,-178.829,-137.387,-103.532,-68.7995,-45.2892,-15.0132,-3.32667,3.17088,-3.11039,-13.5361,-33.4429,-58.0978,-94.7732,-125.663,-141.278,-158.838,-159.328,-150.522,-132.326
0.640000000,-389.072,-174.088,-176.101,-135.35,-103.117,-70.584,-44.3428,-12.3804,-0.53297,6.29291,-5.23741,-17.0409,-38.7826,-64.9951,-93.6702,-125.15,-142.502,-155.267,-161.724,-151.595,-133.742
0.650666667,-392.423,-176.122,-176.097,-139.521,-105.456,-71.3046,-46.1862,-13.7268,-1.80424,6.54451,-2.46817,-16.0308,-37.6728,-60.4241,-89.4505,-123.165,-144.141,-154.765,-160.056,-151.92,-134.852
0.661333333,-392.13,-175.484,-177.8,-139.082,-107.062,-68.6891,-44.8102,-16.5321,0.844476,7.22013,-2.3235,-16.994,-34.7014,-60.1997,-90.7806,-121.396,-141.638,-157.691,-160.113,-149.372,-135.015
0.672000000,-399.429,-179.843,-178.981,-141.601,-103.835,-64.6282,-44.9119,-16.6785,-1.13864,6.38466,-2.0424,-17.5836,-35.9278,-57.6745,-91.03,-122.574,-140.88,-155.804,-160.707,-150.909,-134.213
0.682666667,-401.94,-181.367,-176.468,-141.225,-105.407,-65.2921,-44.5496,-15.8487,1.79202,6.51201,-5.42626,-16.1842,-34.6277,-60.1764,-93.2891,-122.449,-141.714,-156.844,-159.193,-148.269,-131.168
0.693333333,-402.93,-184.653,-183.228,-142.233,-106.639,-69.8855,-44.6931,-11.3344,3.91956,8.46274,-1.31159,-16.7707,-39.2243,-64.5388,-93.4192,-120.065,-140.563,-156.127,-156.613,-143.455,-128.202
0.704000000,-398.494,-180.535,-179.65,-141.554,-101.603,-61.9996,-41.4634,-12.6034,1.77607,7.25882,-5.15757,-19.1526,-37.6358,-62.9859,-95.7726,-123.587,-143.628,-158.79,-158.739,-146.298,-130.355
0.714666667,-402.826,-183.287,-181.642,-141.852,-103.987,-65.8583,-44.9571,-12.9708,0.739533,7.14352,-1.47562,-12.1109,-33.4539,-59.283,-92.1007,-124.85,-144.224,-155.325,-154.075,-144.679,-127.855
0.725333333,-397.768,-179.454,-180.76,-138.955,-100.113,-65.0418,-46.4408,-17.6415,-0.504835,7.74379,-4.55851,-16.3281,-36.2248,-63.4411,-92.0668,-123.298,-145.842,-159.843,-159.493,-145.601,-128.51
0.736000000,-394.672,-175.538,-178.307,-140.83,-105.224,-66.5772,-43.43,-14.0777,-0.226545,8.77696,-5.95212,-15.2565,-35.6675,-64.6458,-94.8476,-125.25,-144.688,-157.325,-159.032,-147.046,-130.471
0.746666667,-396.323,-176.802,-178.546,-139.182,-106.004,-67.4989,-44.5329,-13.8141,1.85447,7.56198,-2.34546,-21.0536,-40.5136,-61.7997,-91.92,-120.383,-143.407,-162.875,-162.409,-143.639,-125.052
0.757333333,-397.639,-177.495,-178.078,-138.35,-102.531,-63.0477,-42.0946,-12.6678,2.16722,11.2874,-4.21724,-22.7824,-42.7693,-62.0526,-89.5742,-123.138,-144.931,-159.285,-159.935,-148.628,-129.178
0.768000000,-396.494,-175.565,-177.058,-139.639,-104.634,-68.7792,-48.8341,-17.2643,2.14333,14.1114,-3.44971,-17.8964,-36.3291,-62.1168,-90.8156,-122.956,-145.258,-159.697,-160.364,-146.406,-129.294
0.778666667,-397.66,-177.429,-177.798,-140.176,-105.57,-65.689,-42.3085,-13.3648,-0.676998,6.66099,-1.69789,-17.172,-35.7135,-56.2582,-89.5874,-122.051,-145.503,-164.294,-163.511,-147.401,-128.856
0.789333333,-408.011,-181.161,-177.398,-143.379,-105.859,-66.2276,-47.1265,-13.4425,6.285,8.44401,-2.61069,-15.4741,-36.2978,-60.869,-91.181,-124.858,-143.328,-155.145,-157.923,-145.402,-130.191
0.800000000,-392.511,-189.933,-168.665,-136.397,-109.479,-65.7469,-43.1181,-15.895,1.06756,6.58159,-0.962857,-14.9329,-34.9453,-59.0763,-87.0306,-123.3,-146.958,-162.253,-166.252,-148.826,-127.355
0.810666667,-402.867,-184.601,-166.394,-137.7,-109.418,-66.6382,-45.7892,-16.3063,0.93034,7.09216,-0.817301,-12.4881,-34.7622,-60.674,-91.4029,-124.363,-147.228,-157.231,-159.185,-149.223,-130.777
0.821333333,-425.512,-189.059,-164.018,-135.729,-110.792,-67.6276,-43.9951,-16.015,-1.12718,2.31724,-3.1486,-10.8258,-35.0289,-60.4864,-87.6204,-120.99,-143.355,-154.041,-156.267,-147.448,-129.312
0.832000000,-435.371,-192.223,-161.361,-128.734,-105.924,-70.5214,-50.0934,-20.2047,-2.17386,2.41078,3.74237,-4.97589,-32.2373,-61.3591,-91.702,-122.5,-143.182,-155.885,-159.627,-147.697,-128.177
0.842666667,-434.968,-189.135,-158.299,-130.011,-110.467,-71.8849,-46.3424,-15.8202,-3.41926,0.357426,0.558243,-2.39267,-29.4384,-61.6846,-96.1316,-125.248,-142.382,-152.702,-156.028,-149.775,-130.597
0.853333333,-429.434,-188.813,-166.304,-139.323,-113.362,-72.5178,-47.6475,-16.4644,-3.63588,4.05923,-0.978038,-5.22495,-30.2756,-61.6279,-90.9458,-120.893,-139.003,-150.084,-154.45,-144.222,-125.255
0.864000000,-433.343,-188.888,-165.2,-135.737,-107.021,-67.0976,-50.5799,-23.1365,-5.67861,1.61078,4.63379,-2.13134,-29.8583,-61.9514,-92.6473,-123.887,-143.424,-154.002,-158.537,-147.535,-128.42
0.874666667,-433.994,-190.179,-163.904,-135.175,-109.22,-67.3951,-45.2578,-18.6965,-6.59328,3.94859,2.97703,-5.81133,-33.2687,-62.4935,-93.3606,-123.876,-142.345,-156.272,-160.06,-145.903,-125.621
0.885333333,-430.801,-184.821,-162.428,-134.101,-110.208,-71.7558,-49.9072,-19.4159,-5.62741,1.65004,4.25835,-5.42771,-32.648,-59.9295,-94.6688,-126.312,-142.398,-156.25,-157.009,-148.456,-126.355
0.896000000,-435.075,-187.292,-159.498,-135.471,-110.746,-69.2714,-49.1932,-20.8868,-6.80989,1.96883,4.62812,-2.34942,-29.9461,-62.722,-94.5691,-125.44,-143.108,-153.495,-157.035,-146.521,-127.395
0.906666667,-436.06,-188.035,-163.816,-135.025,-112.579,-73.504,-46.7681,-18.2771,-2.925,3.90375,0.106751,-3.79134,-28.766,-61.0204,-94.0547,-124.992,-143.254,-154.757,-158.664,-144.567,-125.885
0.917333333,-433.014,-187.714,-163.94,-134.142,-109.889,-70.2279,-50.7891,-20.7994,-3.0388,4.55765,5.92643,-4.93378,-30.6916,-60.8143,-94.165,-123.1,-139.772,-153.569,-161.086,-148.827,-127.57
0.928000000,-436.507,-189.593,-165.308,-135.134,-109.49,-68.2923,-48.2071,-21.6034,-6.01714,3.14542,0.39141,-3.13368,-28.4837,-63.7197,-95.9023,-122.735,-139.131,-150.875,-160.119,-149.89,-128.467
0.938666667,-431.997,-186.502,-162.833,-137.051,-112.946,-73.2431,-48.289,-14.6796,-1.10177,6.30868,4.64797,-4.24865,-33.7086,-62.7871,-92.0247,-122.394,-140.668,-154.278,-157.332,-147.395,-126.826
0.949333333,-429.749,-185.844,-164.902,-139.27,-112.335,-69.0684,-46.2792,-18.988,-6.29085,3.01617,2.26658,-4.34455,-31.8224,-62.5243,-92.6956,-124.317,-142.2,-153.108,-157.097,-146.327,-127.516
0.960000000,-428.917,-186.432,-165.522,-134.444,-106.208,-66.9486,-48.6508,-22.7451,-9.22112,0.405542,4.59454,-2.86404,-29.9382,-60.0036,-94.0521,-124.663,-143.915,-155.821,-158.987,-148.805,-127.578
0.970666667,-424.239,-180.211,-165.416,-139.531,-109.565,-70.3865,-49.6412,-17.0046,-2.09261,2.89316,-0.784274,-8.8648,-34.1419,-64.3755,-91.1417,-120.974,-141.017,-154.975,-160.935,-145.959,-129.145
0.981333333,-431.372,-185.824,-164.146,-133.449,-108.904,-67.2491,-46.6896,-24.1557,-6.60834,4.65254,1.31593,-5.50521,-29.4764,-62.3571,-92.5326,-121.315,-141.969,-155.949,-163.162,-151.496,-128.165
0.992000000,-421.571,-181.663,-168.203,-136.583,-109.197,-70.4508,-49.2422,-19.767,-5.47735,3.23889,1.50631,-5.86752,-29.0656,-60.1628,-93.6237,-123.299,-140.267,-152.778,-160.416,-150.322,-129.307
1.002666667,-418.436,-178.214,-163.306,-139.97,-113.053,-72.3201,-48.1451,-16.7514,-3.17762,3.95763,0.468001,-9.13058,-33.7653,-63.7377,-95.8018,-124.086,-141.865,-154.159,-159.041,-144.898,-127.114
1.013333333,-424.122,-183.549,-167.531,-136.64,-110.65,-70.2715,-47.6703,-20.5258,-3.22991,5.09949,1.54044,-5.61951,-30.5289,-61.55,-94.2004,-124.843,-142.121,-152.99,-159.031,-149.766,-127.773
1.024000000,-426.981,-184.633,-168.02,-136.677,-109.126,-69.0342,-47.7845,-20.4859,-6.82445,-0.433127,0.231025,-3.9123,-27.1764,-58.4602,-94.9951,-129.143,-144.491,-154.249,-158.577,-146.539,-125.847
1.034666667,-415.723,-175.445,-163.576,-137.948,-113.152,-70.6811,-44.944,-15.3147,-3.04499,3.46229,1.23571,-7.95458,-34.5744,-62.8116,-95.8987,-126.515,-143.996,-155.148,-159.281,-149.046,-129.251
1.045333333,-426.883,-182.871,-164.993,-136.951,-112.199,-70.7647,-47.0403,-19.7475,-6.72345,3.87222,3.35397,-4.72547,-30.0218,-60.5832,-95.2817,-124.099,-141.229,-154.655,-159.673,-148.99,-128.169
1.056000000,-399.436,-192.983,-166.305,-136.621,-111.127,-70.9345,-48.6184,-17.1036,-1.5981,4.89834,3.02123,-4.46871,-33.6466,-63.5004,-94.3568,-124.128,-143.351,-154.866,-157.884,-148.635,-127.514
1.066666667,-401.591,-189.565,-164.214,-133.532,-110.848,-69.7907,-45.3385,-17.8662,-4.80497,6.40269,3.14457,-3.67266,-31.9372,-64.7943,-91.5412,-122.666,-143.439,-156.752,-163.5,-149.567,-129.834
1.077333333,-399.683,-179.995,-162.048,-133.827,-108.479,-69.7575,-47.8644,-16.7607,-1.0185,4.65092,2.29961,-7.70505,-37.1748,-67.0114,-96.8527,-126.508,-145.096,-155.826,-160.662,-150.586,-131.057
1.088000000,-404.79,-180.044,-166.392,-138.4,-111.668,-69.3555,-46.8436,-16.8903,-0.0447285,6.63099,3.10591,-9.85399,-37.7996,-66.8471,-97.2143,-125.023,-142.627,-154.442,-157.491,-146.82,-127.173
1.098666667,-399.038,-176.661,-168.072,-133.558,-106.364,-71.4087,-49.5665,-17.8005,-1.19135,6.16702,1.90895,-10.8765,-37.6492,-67.1729,-97.2203,-125.35,-142.535,-159.064,-160.437,-148.388,-129.581
1.109333333,-391.339,-176.869,-172.355,-135.363,-102.833,-67.7409,-48.0691,-18.6078,-3.48596,5.23228,0.690566,-11.4247,-37.2664,-66.4389,-99.9985,-127.061,-143.286,-157.813,-161.558,-148.712,-130.075
1.120000000,-395.417,-174.448,-168.863,-134.325,-107.933,-71.4308,-46.093,-14.043,-1.56276,4.68047,1.68994,-16.2586,-41.7318,-68.7369,-96.0893,-124.533,-144.581,-158.548,-161.499,-144.299,-127.917
1.130666667,-396.39,-177.118,-173.03,-139.5,-109.221,-71.9184,-52.5285,-21.7979,-2.19341,5.80746,-0.210828,-15.8,-39.2809,-66.4479,-97.555,-124.819,-142.63,-154.963,-158.777,-145.057,-128.124
1.141333333,-391.434,-173.725,-173.803,-138.668,-105.972,-69.8101,-45.1588,-12.64,0.58649,8.71187,2.8208,-12.986,-39.1313,-65.5825,-96.8809,-127.357,-144.332,-160.07,-161.74,-147.644,-131.446
1.152000000,-391.719,-172.067,-172.463,-134.936,-104.178,-69.6919,-46.3903,-15.4109,-4.00559,4.11874,-0.0485271,-15.3919,-41.8388,-66.2737,-97.5315,-126.467,-142.38,-159.029,-158.942,-147.649,-127.96
1.162666667,-390.31,-171.566,-170.691,-135.243,-107.208,-73.7819,-49.4729,-16.6903,1.37027,11.7651,3.5537,-11.7431,-39.4813,-68.0661,-98.4232,-128.628,-144.897,-157.835,-162.291,-147.209,-127.704
1.173333333,-389.347,-171.478,-169.422,-134.788,-105.306,-71.8669,-47.3106,-15.8923,-1.36457,11.3267,2.41371,-15.5115,-40.4721,-67.1092,-97.9954,-127.665,-145.526,-158.242,-162.096,-148.127,-129.872
1.184000000,-393.155,-171.397,-169.612,-135.412,-105.906,-68.6841,-48.3584,-22.0159,-7.13144,5.16756,3.91164,-12.2788,-37.1638,-64.8756,-98.7133,-131.571,-145.54,-157.521,-161.313,-145.273,-127.954
1.194666667,-395.824,-172.81,-167.848,-135.007,-104.652,-69.7254,-51.6579,-19.2265,-1.53282,6.22559,3.0362,-11.1122,-37.9298,-66.4808,-96.7908,-125.628,-144.016,-159.122,-162.684,-147.344,-130.337
1.205333333,-397.844,-173.547,-167.064,-137.601,-109.19,-72.0153,-49.5344,-17.5947,-2.11724,7.8372,7.67618,-7.11229,-37.9731,-65.0752,-98.186,-127.673,-141.799,-156.713,-162.443,-151.3,-129.99
1.216000000,-401.622,-175.819,-169.17,-138.81,-107.055,-68.8632,-49.6542,-21.2355,-3.28067,6.79638,3.52506,-8.9171,-35.7226,-61.8722,-93.0347,-125.199,-144.406,-158.052,-160.949,-148.15,-128.216
