TIME,A,Bb,B,C,C#,D,Eb,E,F,F#,G,Ab
0.696598639,1.10004,0.0381978,2.12696,0.121612,0.548416,0.401217,0.908094,0.231066,0.117193,0.289713,0,0.862231
0.743038549,1.04337,0.00107468,1.48214,0.240469,0.547862,0.166468,1.04808,0.166153,0.0815086,0.631338,0.0215158,0.712491
0.789478458,0.674082,0.0526618,0.209596,0.403593,0.594828,0.198841,1.41938,0.219221,0.0822474,0.626126,0.250177,0.309665
0.835918367,0.440114,0.157595,0.0773223,0.440001,0.677436,0.212625,1.46523,0.295042,0.197954,0.239857,0.311484,0.0222447
0.882358277,0.287071,0.226815,0.0191205,0.268358,0.637894,0.175189,1.01975,0.332688,0.325629,0.225311,0.468852,0
0.928798186,5.50543e-05,0.34412,0.00112141,0.860314,0.573659,0.265204,0.308132,0.460272,0.440337,0.314716,0.755187,0.149169
0.975238095,0.0847173,0.274414,0.394934,0.91276,0.344515,0.763192,0,0.0912437,0.91367,0.518384,0.898384,0.131525
1.021678005,0.42653,0.138704,0.39049,0.841877,0.430649,1.43086,0.0118029,0.16267,0.787075,0.951958,0.830477,0.000108699
1.068117914,0.246233,0.202929,0.365259,1.08297,0.585406,1.27098,0.0578625,0.251085,0.933901,0.816358,1.08512,0.000156452
1.114557823,0.0787903,0.0946638,0.33039,1.48107,0.69748,0.955174,0.363821,0.329095,1.00622,0.814409,1.18321,0.000102218
1.160997732,0.0436978,0,0.232354,1.44574,0.689188,0.56319,0.724714,0.318191,1.17272,0.848628,1.14989,0.0558654
1.207437642,0.0645678,0,0.0585358,1.62309,0.871336,0.021629,0.617312,0.228511,1.29458,0.79207,0.919332,0.189799
1.253877551,0.0436093,0.105201,0.00790284,1.30065,1.56732,0.0158418,0.443875,0.0647958,1.18236,1.07861,0.642401,0.176526
1.300317460,9.47241e-05,0.209434,0.0743836,0.500362,2.1563,0.155164,0.349896,0.0931292,1.00768,1.48131,0.225229,0.167092
1.346757370,0,0.066405,0.19458,0.3309,2.04901,0.25098,0.240588,0.0930397,1.03314,1.28029,0.329507,0.149582
1.393197279,0,0.105349,0.700208,0.261257,1.96472,0.305832,0.195221,0.0560367,1.11717,0.817835,0.295799,0.214645
1.439637188,0.000161228,0.134855,0.427852,0.0226142,2.39623,0.42395,0.298361,0.137195,1.14719,0.932644,0.170707,0.22527
1.486077098,0.000513143,0.173654,0.543876,0.350456,1.52336,0.35272,0.440871,0.281402,0.910395,1.28901,0.590964,0.664606
1.532517007,0.000529584,0.377018,0.831896,0.479366,1.61332,0.0162317,0.888793,0.170486,0.292154,1.37909,0.77805,0.502229
1.578956916,0.0154135,0.337708,0.970182,0.461381,1.22375,0.0978673,0.85855,0.168755,0.158453,1.37094,0.685255,0.16348
1.625396825,0.273948,0.186705,0.91364,0.491486,1.27304,0.0648968,0.722996,0.177045,0.241034,1.34632,0.774553,0.0717968
1.671836735,0.611926,0.148031,0.583239,0.389135,1.31342,0.0229773,0.532009,0.139016,0.288054,1.36003,0.967466,0.405438
1.718276644,0.652376,0.040137,0.0354255,0.213375,1.51996,0.00201468,0.273387,0.116055,0.320288,1.19428,1.14068,0.33623
1.764716553,0.207091,0,0.01809,0.316965,1.61263,0.19496,0.814001,0.255472,0.767327,1.06218,1.35721,0.0331981
1.811156463,0.42069,0.0125292,0.0122301,0.484721,1.69255,0.428397,0.626513,0.314957,0.884656,1.13714,1.19452,0
1.857596372,0.523181,0.119151,0.0246159,0.651434,1.80157,0.647082,0.212945,0.407252,0.771184,1.42014,0.976064,0.135139
1.904036281,0.323068,0.565906,0.0211631,0.522908,2.09487,0.706622,0.136022,0.3775,0.397873,2.49218,0.399875,0.274519
1.950476190,0.180881,0.92944,0.00934257,0.282462,2.61312,0.276532,0.269932,0.327999,0.0532328,3.41132,0.107185,0.162582
1.996916100,0.21524,1.06415,0.000434535,0.051536,2.42433,0.379961,0.179796,0.403152,0.049817,3.52062,0.0223898,0.103825
2.043356009,0.397136,1.10925,0.492713,0.201573,2.01046,1.26754,0.245988,0.46097,0.0681886,2.47458,0.586585,0.0785751
2.089795918,0.685326,1.00616,1.02714,0.182386,1.23048,1.49825,0.38446,0.626003,0.355326,1.33505,0.589277,0.000380409
2.136235828,0.864551,0.529214,1.12946,0.0479981,0.544827,1.28683,1.37778,0.58893,0.264176,1.01164,0.531288,0.0500909
2.182675737,0.614226,0.46194,1.27455,0.0159915,0.474929,1.23986,1.66326,0.435365,0.0585704,0.959964,0.241547,0
2.229115646,0.330877,0.498168,1.38934,0.259909,0.224541,1.33913,1.69805,0.122747,0.0199274,1.02493,0.0440463,0
2.275555556,0.42427,0.502465,1.44781,0.375286,0.109072,0.773366,1.70231,0.118592,0.0343286,0.975492,0.091808,0
2.321995465,0.407209,0.53656,1.43994,0.427372,0.0784583,0.378111,1.82093,0.168141,0.0201977,0.926182,0.0882349,0.024061
2.368435374,0.243339,0.573584,1.5806,0.407094,0.011796,0.221124,2.09661,0.121486,0.217369,0.799238,0.0684857,0.0569911
2.414875283,0.18975,0.595732,1.65675,0.279954,0.00808545,0.0383652,2.78728,0.0963083,0.272744,0.818751,0.11212,0.0879112
2.461315193,0.318083,0.686151,1.62259,0.279039,0.0111774,0.00789889,3.32425,0.0264782,0,0.800864,0.157656,0.110848
2.507755102,0.155482,0.69342,1.59508,0.313027,0.0170405,0.0170743,3.3739,0.014035,0.189486,0.667169,0.162089,0.0185726
2.554195011,0.000474304,0.557684,1.84612,0.160687,0.132352,0.0561891,2.8944,0.0450847,0.0288726,0.593,0.379402,0.865112
2.600634921,0.000480874,0.283004,2.01065,0.346523,0.182739,0.0641591,2.50853,0.0513261,0.0429524,0.476539,0.0920732,1.29692
2.647074830,0.000472926,0.299202,1.91741,0.464827,0.160503,0.0473169,2.46419,0.0453593,0.0390395,0.679029,0.101417,1.47688
2.693514739,0.000489454,0.543862,1.76162,0.464795,0.124144,0.037408,2.56324,0.0239871,0.0177045,0.729906,0.0855518,1.55108
2.739954649,0.000513124,0.572564,1.59718,0.273961,0.0255217,0,2.44183,0.014907,0.0476251,0.629049,0.119717,1.79774
2.786394558,0.000204339,0.596101,1.54257,0.195795,0.0481712,0.00777395,2.40459,0.0641855,0.040676,0.533633,0.144101,2.02734
2.832834467,0,0.574772,1.41958,0.20591,0.0466048,0.00886881,2.49308,0.281803,0.106786,0.511912,0.086085,2.10821
2.879274376,0,0.417948,1.42001,0.278382,0.0365927,0.00351406,2.52967,0.362384,0.225873,0.48067,0.0442175,2.12562
2.925714286,0,0.224622,1.56001,0.393306,0.0312284,0,2.46592,0.351331,0.15449,0.49891,0.0873928,1.90795
2.972154195,0,0.23149,1.63856,0.402676,0.0214086,0.0700413,2.37433,0.283089,0.0434522,0.611167,0.102125,1.75696
3.018594104,0,0.349586,1.68157,0.328174,0.0409332,0.11263,2.40824,0.161829,0.331987,0.424468,0.205025,1.82013
3.065034014,0,0.490742,1.58081,0.273782,0.0494942,0.217209,2.35631,0.149552,0.0890086,0.394743,0.406765,1.74529
3.111473923,0,0.486414,1.37533,0.208434,0.0511373,0.279618,2.17284,0.2082,0.314148,0.375192,0.45607,1.36276
3.157913832,0,0.541652,1.26237,0.249809,0.0580493,0.4619,1.76939,0.20956,0.661822,0.341498,0.494313,1.17692
3.204353741,0,0.658085,1.35676,0.333322,0.0752703,0.541205,1.37009,0.183988,0.822333,0.348267,0.419496,1.5122
3.250793651,0,0.653228,1.42508,0.372566,0.0747374,0.291596,1.26366,0.229911,0.621992,0.465856,0.326303,1.74339
3.297233560,0,0.637455,1.48613,0.50566,0.0596008,0.130578,1.45138,0.187105,0.172673,0.387789,0.200454,1.82743
3.343673469,0,0.630116,1.33759,0.654973,0.0591177,0.0254364,1.75883,0.372886,0.596102,0.42185,0.310596,1.82144
3.390113379,0.026454,0.478406,1.13545,0.708612,0.0594852,0.000598457,2.12177,0.36502,0.755448,0.573025,0.156006,1.72014
3.436553288,0.0371173,0.373836,1.14275,0.791943,0.0587446,0.00574637,2.39035,0.194169,0.614078,0.639839,0.134433,1.66964
3.482993197,0.0166468,0.312872,1.27921,0.803424,0.0397709,0.0058614,2.66287,0.0873806,0.372449,0.768221,0.339579,1.60911
3.529433107,0,0.218096,1.55188,0.936515,0.033307,0.0500157,2.6933,0.0923999,0.0442171,1.13498,0.19211,1.57021
3.575873016,0,0.172806,1.76387,0.726506,0.0197498,0.0132769,2.36272,0.128526,0.0492293,1.45477,0.14341,1.45884
3.622312925,0,0.191867,1.832,0.430611,0.0276238,0.114098,1.8094,0.213052,0.0444324,1.78046,0.294747,1.65341
3.668752834,0,0.184243,1.63315,0.860067,0.0397625,0.102353,1.27709,0.337436,0.0183642,1.85444,0.114083,1.71519
3.715192744,0.000638545,0.0898123,1.70481,1.16695,0.0204417,0.0281612,1.24238,0.0772061,0.0430611,1.81776,0,1.79874
3.761632653,0.000681172,0.0922313,1.72885,1.12732,0,0.0126986,1.67175,0.043117,0.0245872,1.85623,0,1.59981
3.808072562,0.000160974,0.207889,1.64742,0.784598,0.0177533,0.0615917,1.90105,0.18567,0.0391437,1.89601,0,1.29037
3.854512472,0.00120455,0.517329,1.69531,0.501373,0.0184727,0.0460483,2.01414,0.0387541,0.149081,1.75107,0.00860183,1.29623
3.900952381,0.0480714,0.630486,1.53171,0.56381,0.021317,0.141916,2.06896,0.0791083,0.45547,1.48346,0,1.35484
3.947392290,0.156521,0.551849,1.35628,0.64995,0.01929,0.0487665,2.10655,0.0882096,0.673636,1.15852,0.0647983,1.32581
3.993832200,0.197464,0.424042,1.34527,0.512455,0.028611,0.0387921,2.25254,0.102921,0.450334,1.25378,0.0676389,1.26458
4.040272109,0.168224,0.414525,1.47176,0.487347,0.0356436,0.07234,2.44368,0.109639,0.153283,1.34848,0.00521626,1.38085
4.086712018,0.19154,0.472674,1.5697,0.595917,0.0291208,0.0127039,2.20005,0.106899,0.0474088,1.34184,0,1.35175
4.133151927,0.162323,0.464373,1.48088,0.54125,0.0151894,0,1.81441,0.273245,0.0735744,1.28219,0,1.05418
4.179591837,0.112434,0.380247,1.54824,0.419502,0.00266234,0.0268554,1.63162,0.307277,0.0532014,1.25188,0,0.961924
4.226031746,0.0253056,0.245711,1.68544,0.294661,0.0106779,0.0328834,1.52818,0.219675,0.128737,1.15716,0.0591581,1.04051
4.272471655,0.0263627,0.152078,1.81509,0.251624,0.0144461,0.0266074,1.65491,0.0430715,0.0824706,0.994758,0.0745426,1.27424
4.318911565,0.0188768,0.230703,1.75522,0.254427,0.0335457,0.0577703,1.87039,0.0631277,0.0538509,0.967631,0.0544739,1.54386
4.365351474,0,0.175482,1.50385,0.225529,0.027121,0.0439364,1.952,0.0921779,0.0562227,0.887361,0.330434,1.84946
4.411791383,0,0.144375,1.42552,0.214135,0.0250569,0.0880175,1.91931,0.104019,0.391002,0.738596,0.389741,1.56732
4.458231293,0,0.152516,1.40987,0.220098,0.0260259,0.0987407,1.86694,0.0844959,0.703305,0.629136,0.458853,1.73828
4.504671202,0,0.212816,1.35655,0.259465,0.0405773,0.138904,1.95458,0.0787785,0.590425,0.613027,0.268837,2.37175
4.551111111,0,0.215451,1.36462,0.378174,0.0597049,0.179697,2.15015,0.0901374,0.281438,0.732342,0.0898081,2.75123
4.597551020,0.0736576,0.12921,1.47159,0.652289,0.0799858,0.136787,2.19445,0.10085,0.0296799,1.07126,0,2.7751
4.643990930,0.116942,0.0557971,1.55623,1.11666,0.0300927,0.134884,1.96413,0.103967,0.0479865,1.21294,0,2.71408
4.690430839,0,0.0269812,1.61361,1.53409,0,0.0998758,1.77837,0.0830606,0.0903344,1.35303,0.151911,2.33223
4.736870748,0.0234387,0,1.62728,1.64274,0,0.142465,1.5594,0.0552297,0.350201,1.59518,0.0507065,1.95899
4.783310658,0.00377577,0.00161536,1.52473,1.69244,0,0.152936,1.40472,0.0177572,0.0754107,1.62385,0.0718718,1.88941
4.829750567,0.00068765,0.0429615,1.52358,1.47208,0,0.0992628,1.07496,0,0.0248019,1.38986,0.134688,2.20753
4.876190476,0.00043207,0.135704,1.58485,1.21825,0,0.135151,1.11757,0.0428271,0.00565496,0.952725,0.11271,2.38129
4.922630385,0.020012,0.190856,1.49558,1.04945,0,0.133323,1.05567,0.813531,0.0147148,0.735742,0.0760321,2.24811
4.969070295,0.163574,0.157564,1.59727,1.00479,0,0.115352,0.791654,1.32987,0.00242428,0.66657,0.2391,1.84351
5.015510204,0.318753,0.0351132,1.70015,0.598237,0,0.0459343,0.603698,1.4526,0.00215602,0.800623,0.203367,1.42541
5.061950113,0.314601,0.0641614,1.73396,0.174383,0.0366218,0.103339,0.457255,1.46149,0.0093917,0.950187,0.136921,1.3511
5.108390023,0.215531,0.0350294,1.79636,0.1008,0.0704407,0.219394,0.445093,1.36699,0.288366,0.928168,0.0250423,1.49729
5.154829932,0.353515,0.0840695,1.63471,0.0799587,0.177619,0.0441101,0.645709,1.31028,0.341011,0.584029,0.398871,1.23068
5.201269841,0.432023,0.0539013,1.48707,0.146856,0.108748,0.160296,0.898252,1.32508,0.646215,0.615722,0.36068,0.74666
5.247709751,0.635594,0.0290426,1.45899,0.223787,0.048378,0.132643,0.833779,1.19775,0.896415,0.605173,0.419552,0.677261
5.294149660,0.509726,0.0161175,1.46803,0.161163,0.030587,0.160163,0.672007,1.26456,0.758764,0.534195,0.342065,0.661865
5.340589569,0.222685,0.224691,1.54663,0.0252168,0.17544,0.274218,0.400291,1.2975,0.464157,0.637595,0.241494,0.758693
5.387029478,0.168435,0.462844,1.80357,0.102054,0.142448,0.376106,0.362987,1.28088,0.336647,0.703183,0.114855,0.565456
5.433469388,0.203329,0.617724,1.69953,0.472124,0.0572679,0.105787,0.397644,1.4596,0.649346,0.854302,0.569155,0.0385408
5.479909297,0.221707,0.62523,1.38355,0.645885,0.0316131,0.160514,0.547581,1.61761,0.696793,0.981869,0.438349,0.0275923
5.526349206,0.173363,0.557333,1.23347,0.590053,0.0382364,0.247128,0.548227,1.66509,0.577694,0.950465,0.363491,0.0424434
5.572789116,0.121011,0.47341,1.27181,0.235323,0.0338402,0.194648,0.727435,1.73298,0.4318,0.914114,0.213257,0.175301
5.619229025,0.113838,0.233134,1.35129,0.00867384,0.0276303,0.228309,0.976451,1.59448,0.113002,1.12147,0.0731089,0.733746
5.665668934,0.0615534,0.136979,1.46561,0.0102539,0.0453564,0.72262,0.951288,1.27549,0.0435374,1.20535,0.0140897,0.576453
5.712108844,0,0.0785771,1.6006,0.0571318,0.046753,0.661117,1.18172,1.06596,0.0359955,1.14308,0.00160842,0.588422
5.758548753,0.0105091,0.106433,1.52747,0.185348,0.219044,0.440998,1.28406,1.20171,0.0881595,1.20094,0.00127673,0.409139
5.804988662,0.041837,0.266164,1.67618,0.195321,0.358836,0.167291,1.16204,0.85114,0.0676817,1.26283,0.0109672,0.231428
5.851428571,0.0140013,0.318411,1.61726,0.150669,0.360467,0.151052,1.30429,0.534348,0.000752519,1.30712,0.0758824,0
5.897868481,0.210221,0.239477,1.55065,0.163458,0.266004,0.204862,1.2593,0.59371,0.250393,1.2599,0.0842022,0
5.944308390,0.544696,0.216369,1.43412,0.334676,0.153816,0.255855,1.19415,0.675815,0.0963857,1.38053,0.0718596,0.0579366
5.990748299,0.428436,0.214241,1.49022,0.365724,0.0326656,0.249463,0.987344,0.815228,0.0795173,1.6275,0.0762042,0.712933
6.037188209,0.366183,0.0558669,1.53367,0.163712,0.0106227,0.251928,0.937653,1.16239,0.060788,1.62518,0.066014,1.01669
6.083628118,0.157492,0.107911,1.70654,0.0162469,0.0227025,0.311596,1.49889,1.31453,0.0526102,1.46164,0.0211147,1.16464
6.130068027,0.108329,0.299602,1.79347,0,0.134087,0.263366,2.02358,0.943303,0.0555541,1.18851,0,1.50017
6.176507937,0.238109,0.230946,1.63698,0.164108,0.286348,0.186937,2.30226,0.712046,0.166748,1.05343,0.00298828,1.73502
6.222947846,0.942883,0.130159,1.3261,0.205683,0.248703,0.0343734,2.60457,0.631685,0.0965107,0.788508,0.133035,1.37231
6.269387755,1.45258,0.129765,0.519071,0.493602,0.0505792,0.461546,2.78327,0.815503,0.303254,0.66555,0.404083,0.583113
6.315827664,1.68145,0.445864,0.21027,0.427911,0.0554291,1.00038,2.83845,0.560729,0.319612,0.443421,0.421628,0.253826
6.362267574,1.62021,0.615885,0.153334,0.301521,0.0639926,1.03093,2.6147,0.509525,0.212125,0.3154,0.554467,0.308661
6.408707483,1.61432,0.693522,0.150065,0.190141,0.0850884,0.781829,2.30298,0.592672,0.0549694,0.183326,0.625452,0.473714
6.455147392,1.57438,0.726113,0.164879,0.01137,0.0887901,0.552298,2.21929,0.714981,0.0846568,0.00408761,0.595883,0.505761
6.501587302,1.602,0.697572,0.108942,0.048518,0.173992,0.22376,2.21532,0.701001,0.0583741,0.00160181,0.504975,0.346712
6.548027211,1.54264,0.643293,0.111407,0.129529,0.11501,0.168454,2.15457,0.603352,0.0572282,0.00160541,0.23114,0.788942
6.594467120,1.35869,0.640563,0,0.112517,0.121067,0.106063,2.23946,0.76748,0.0431593,0.00182264,0.0638352,1.42362
6.640907029,1.30566,0.564169,0.000643471,0,0.211036,0.0241876,2.51833,0.715042,0.0169209,0.044716,0.0821504,1.80988
6.687346939,1.23409,0.564432,0,0,0.413053,0.0511822,2.93629,0.700713,0,0.0827636,0.072475,1.93731
6.733786848,1.27749,0.431613,0.0034885,0.00501036,0.38708,0.276323,3.1748,0.586888,0,0.210229,0.326773,1.90145
6.780226757,1.33089,0.416168,0.240564,0.141778,0.318819,0.328408,3.1951,0.609114,0,0.301004,0.411014,1.63383
6.826666667,1.44451,0.340615,0.258199,0.228668,0.356188,0.277051,3.11074,0.605921,0,0.471249,0.0647537,1.65319
6.873106576,1.44674,0.213642,0.140989,0.220886,0.500797,0.167777,2.85124,0.705407,0,0.446572,0,1.48082
6.919546485,1.24674,0.198967,0.0611869,0.432357,0.786327,0.0843241,2.5434,0.859429,0,0.225182,0.0760601,1.48013
6.965986395,1.19675,0.0709221,0.000147606,0.725705,0.9235,0.0238064,2.34037,0.97479,0.00130095,0.260398,0.0375257,1.70222
7.012426304,1.2619,0.0529288,0.0505255,0.729545,0.825798,0.0764982,2.38841,0.97013,0.00763072,0.282953,0,1.89447
7.058866213,1.25081,0.264639,0.134396,0.647339,0.789579,0.0643952,2.60516,0.931606,0.00401897,0.232727,0,2.10944
7.105306122,1.28301,0.391129,0.115519,0.638857,0.740657,0.0623683,2.80257,0.846512,6.83824e-05,0.180105,0,2.33573
7.151746032,1.54332,0.40778,0.163225,0.579722,0.609172,0.0383276,2.97974,0.780981,0,0.10652,0.00755202,2.35292
7.198185941,1.69546,0.477622,0.226981,0.473046,0.362881,0.00451573,3.07372,0.631008,0.0712421,0.159938,0.0266458,2.32138
7.244625850,1.66345,0.486126,0.0835834,0.330723,0.0472083,0.00248282,2.97772,0.555379,0.00653794,0.48399,0.148429,2.2976
7.291065760,1.49773,0.486016,0.00170361,0.242933,0.0516269,0.0220282,2.82417,0.463873,0.540641,0.556827,0.142073,2.17545
7.337505669,1.30425,0.518907,0.000827186,0.622575,0.0616276,0.0199925,2.42512,0.629433,0.830695,0.554247,0.192745,2.11186
7.383945578,1.18505,0.722942,0.000278744,0.706626,0.269199,0.146147,1.77773,0.778611,0.81474,0.49654,0.138515,1.90236
7.430385488,1.14926,0.708034,0.111287,0.494019,0.541118,0.16792,1.75096,1.15435,0.387762,0.385259,0.160025,1.84063
7.476825397,1.30182,0.69264,0.176515,0.219846,0.718626,0.210749,1.77019,0.987893,0.13907,0.269606,0.148237,1.87119
7.523265306,1.40638,0.633991,0,0.330626,0.827072,0.111278,1.35414,0.934888,0.758744,0.433422,0.303472,1.80821
7.569705215,1.6396,0.79133,0.0561417,0.240924,0.406194,0.100049,1.57887,0.0409018,0.859573,0.585201,0.26175,1.58864
7.616145125,1.61808,0.695312,0.000594841,0.352613,0.166734,0.176716,2.34824,0.0661182,0.868386,0.548748,0.274527,0.890071
7.662585034,1.38969,0.636767,0.00152063,0.304626,0.367378,0.135603,2.99956,0.271343,0.612178,0.46445,0.101426,0.750612
7.709024943,1.22172,0.547963,0.0430151,0.27043,0.579214,0.0816911,3.26523,0.462524,0.036832,0.378836,0.304882,1.27568
7.755464853,1.33603,0.500344,0.455186,0.0144631,0.952054,0.0834114,3.20116,0.390392,0.0260948,0.103541,0.498699,1.4464
7.801904762,1.37938,0.508135,0.623354,0.0653248,1.16019,0.0396812,2.96888,0.369276,0.0148907,0.232773,0.474892,1.3135
7.848344671,1.37844,0.38916,0.779377,0.232651,0.897008,0,3.09088,0.296134,0.00493226,0.450923,0.288909,1.42163
7.894784580,1.32319,0.107971,0.62514,0.532009,0.341852,0.0265379,3.32354,0.490597,0,0.702375,0.0712591,1.48585
7.941224490,1.02637,0.0529818,0.233256,0.776486,0.013252,0.175797,2.84903,0.664368,0.0651063,0.67559,0,2.03423
7.987664399,1.11569,0,0.157807,0.760473,0.456864,0.00656437,2.5732,0.000531005,0.139259,0.593033,0.368054,2.17373
8.034104308,0.908553,0,0.214523,0.794401,0.245262,0.0367617,2.56679,0.174671,0.193875,0.657973,0.411536,1.67926
8.080544218,0.602635,0,0.671198,0.503832,0.0688404,0.376436,1.9805,0.814339,0.238664,0.657616,0.538814,1.24112
8.126984127,0.411789,0,1.25597,0.309583,0.189887,0.416507,1.56556,0.875093,0.111587,0.483244,0.838539,0.868691
8.173424036,0.311915,0,1.51643,0.239642,0.162323,0.386202,1.59841,0.793851,0.0233219,0.452263,1.14422,0.842669
8.219863946,0.133252,0,1.61232,0.220558,0.199245,0.440603,1.80975,0.772548,0.251471,0.41313,1.06888,1.23245
8.266303855,0.255521,0.0768234,1.57011,0.173293,0.204242,0.422805,2.05386,0.799979,0.373296,0.310715,0.90525,1.38722
8.312743764,0.339075,0.29141,1.41552,0.164032,0.0709862,0.319325,2.20454,0.868158,0.647131,0.502837,0.862875,1.2286
8.359183673,0.277754,0.572213,1.3776,0.0549361,0.0725091,0.316076,2.23791,0.826362,0.805918,0.527764,0.870686,1.04912
8.405623583,0.23381,0.756564,1.45172,0.00590617,0.0342448,0.267047,2.01583,0.845024,0.892844,0.427216,0.824405,1.04938
8.452063492,0.174014,0.835287,1.44771,0,0.0396559,0.258032,1.69211,0.983893,0.950627,0.337171,0.65645,1.1518
8.498503401,0.232981,0.798649,1.32766,0,0.0392513,0.216758,1.7263,1.03431,0.785746,0.385794,0.60224,0.97777
8.544943311,0.607674,0.605834,1.18252,0.0246955,0.133114,0.19775,2.07361,0.75518,1.00795,0.308119,0.593132,0.150501
8.591383220,0.750733,0.30637,0.979113,0.306177,0.0785033,0.048362,2.03525,0.599673,1.36078,0.315151,0.853879,0.0257792
8.637823129,0.651,0.185416,1.14761,0.358549,0.199067,0.136734,1.927,0.719148,1.2797,0.34559,0.839897,0.145512
8.684263039,0.606125,0.0623103,1.259,0.0775184,0.347666,0.25967,2.22094,0.786629,0.960348,0.255104,0.571385,0.541455
8.730702948,0.301972,0.35371,1.37475,0.0378624,0.374344,0.0872656,2.68715,0.807919,0.291124,0.249635,0.901734,1.26588
8.777142857,0.167885,0.269307,1.51165,0.0229747,0.330369,0.0883182,2.75255,0.991818,0.239205,0.0760263,1.02522,1.746
8.823582766,0.361616,0,1.58606,0.0443748,0.303293,0.0691802,2.36378,1.04481,0.0491674,0.560992,0.560844,2.26335
8.870022676,0.424047,0.0121427,1.25773,0.159792,0.217387,0.347072,1.863,0.966922,0.0239669,0.838653,0.38897,2.6138
8.916462585,0.313991,0.0267165,1.03189,0.187744,0.230741,0.348738,1.3962,1.01724,0.0950099,0.69975,0.500312,2.43238
8.962902494,0.187398,0.14278,1.13015,0.218983,0.23264,0.0724742,1.84293,0.836195,0.11795,0.334062,0.626042,2.2111
9.009342404,0.213626,0.506489,1.33492,0.128374,0.140353,0,1.99069,0.525721,0.20565,0.0372193,0.566716,2.08605
9.055782313,0.595347,0.474548,0.982091,0.330138,0.249955,0.366182,2.37302,0.134232,0.280806,0.216261,0.521515,1.55196
9.102222222,0.942961,0.124907,1.17951,0.387913,0.251212,0.0760775,2.53407,0.107514,0.55637,0.109788,0.351956,1.55277
9.148662132,0.833842,0.113304,1.26074,0.582704,0.12036,0.198839,2.23165,0.154502,0.649219,0.134614,0.459282,1.75848
9.195102041,0.631085,0.336693,1.38174,0.483853,0.162527,0.339582,1.9868,0.367378,0.631164,0.434139,0.393156,1.56
9.241541950,0.149804,0.706042,1.57898,0.256137,0.207286,0.326739,1.92286,0.774906,0.390909,0.682914,0.632596,1.07659
9.287981859,0.150683,0.785098,1.69156,0.21045,0.287423,0.2625,1.57442,1.438,0.0753799,0.597466,0.616141,0.951647
9.334421769,0.181618,0.867653,1.73094,0.253986,0.193837,0.25076,0.957946,1.77759,0.0293249,0.596356,0.496845,1.15589
9.380861678,0.205563,0.853851,1.76659,0.377443,0.218279,0.373459,0.73665,1.90109,0.0111963,0.677239,0.212594,1.30265
9.427301587,0.0420023,0.592636,1.95876,0.10013,0.316391,0.480709,0.582856,1.97845,0.0254938,1.03287,0.0551165,1.39293
9.473741497,0.0115899,0.218784,2.21682,0.0656479,0.493356,0.788021,0.589103,2.06776,0.096352,0.92018,0.0264604,1.21398
9.520181406,0.00035091,0.252692,2.26838,0.107073,0.617308,0.881083,0.664741,2.19223,0.108022,0.643703,0.00392679,0.890729
9.566621315,0.0175821,0.166625,2.21652,0.151264,0.531581,0.674429,0.874547,1.76662,0.0873371,0.910635,0,0.731197
9.613061224,0.242362,0.0147771,1.65202,0.582364,0.184421,0.304805,0.989165,1.19986,0.218138,1.3057,0.353548,0.553754
